,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,25.301791492773358,24.004721985917055,23.081517557596193,21.918551465634327,21.125158412751993,18.068742982673463,16.85055656317524,15.402723412783747,15.483610838786158,12.843198777040953,12.151084307258088,9.688324466563435,7.779072531651145,8.0803288391988,4.960573444370363,4.073543822826436,2.322396051153123,1.0064692150246628,-0.4282456161285439,-1.6368029647701665,-2.2381693450449625,-3.4765305740541486,-5.124545020591336,-6.076425605341863,-7.307844496873997,-7.439398241893212,-7.85429692955305,-9.185874069625697,-9.859340444405227,-10.184973488795054,-11.342082346354138,-11.717513753237354,-13.477265040455915,-15.476698381620908,-15.786259472895345,-16.31233353064028,-17.345828696478026,-19.7562684364548,,,,,,,,,
1,-18.497186610557073,-20.165360943188993,-22.572064873276723,-22.952190358285687,-24.707657540216207,-26.328217371295953,-25.838400329196975,-27.708198735754863,-28.889083240029137,-30.42912816964417,-30.025995261058856,-30.00573096234365,-30.909857742796635,-31.5231386613029,-31.812611033485357,-31.704294296796057,-32.17551967634483,-32.64946201124459,-32.85568284917035,-34.09584125230704,-33.89620497670118,-35.391356679900156,-35.49315289770347,-35.11572295648368,-36.586343385918546,-38.28877963770251,-38.07076577905362,-37.64301074614915,-39.15338102039084,-39.72227594849091,-39.96049490921225,-40.85654215387171,-43.26088883785368,-42.641755707901304,-43.796533161943884,-44.97075964128622,-45.39797777374449,-45.941810744002375,,,,,,,,,
2,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-45.19002227961758,-47.452210600357986,-48.510264614945804,-50.395859103313406,-52.12679224148524,-52.732130654807655,-54.905153746069516,-55.43046310572018,-57.860777622101715,-59.114421234396076,-61.45048398939816,-62.22963869603928,-64.96668689494365,-66.81189201316809,-68.61570903046761,-70.48984867022571,-71.40299538801312,-72.25685873480772,-75.43764097462528,-76.8106679017566,-79.3751974684685,-80.6835848478086,-83.20988972772614,-84.84373544976599,-87.65403161378079,-88.66519267888222,-90.7267752852388,-93.35077185967143,-95.5806860263062,-99.05995911911401,-100.7061577892104,-102.50950111141378,-105.79234315166366,-108.41267158511958,-110.1677115506104,-111.31978032933372,-113.44065498978745,-115.57833765436514,-117.98587988174985,-119.29427935655829,-120.93587022476902,-123.5280974804144,-124.72552172685171,-125.60487418447298,-128.34884181007092,-128.61971368911557,-132.0991559715089
4,-65.69901109985446,-66.73141313151126,-67.60391138556935,-68.91689385551787,-70.76910469856392,-73.33267491127305,-73.88235840077479,-75.48332957693606,-77.66306758901459,-78.65460347467464,-80.60280671300542,-82.1660296545217,-83.82465541929356,-84.61029264294844,-86.10170216205181,-87.29436573473684,-88.9808666459619,-90.78539659197143,-92.32901563708509,-92.81932135887408,-94.37917444714327,-96.0034055307703,-96.91401840930546,-96.6651526620763,-97.46340953519656,-99.33757865230972,-99.02760821461275,-100.65964833028845,-101.68347803620614,-103.35467062842488,-103.67956297503066,-104.832150323509,-106.15357110452122,-106.65784187427215,-108.25279458680049,-110.02412611908512,-110.77246618248337,-111.02118643107028,-112.74684426173684,-113.80562432140968,-115.72258340754753,-116.51806862635264,-117.75227507227459,-118.7098571612575,-120.29477666863669,-122.19329362918984,-122.4404226768646
5,53.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
