-14.529,11.782
-11.948,10.585
-9.2228,8.7394
-6.2198,7.9889
-3.3637,6.7854
-0.62898,5.8546
2.5946,4.7003
5.1683,4.1797
8.2172,3.3109
11.129,2.9783
13.952,2.2574
16.447,1.7273
19.397,1.4456
21.845,1.0284
24.448,0.97923
27.397,0.53828
29.602,0.42334
32.268,0.20264
35.106,0.24806
37.367,-0.031303
40.023,0.27458
42.783,-0.35769
45.198,0.33835
47.838,-0.21448
50.143,0.37616
53.172,-0.024123
55.565,0.33465
58.175,0.19966
60.886,0.5405
63.528,0.50949
66.291,0.81047
69.453,0.51321
72.512,0.95676
75.379,1.0575
78.613,1.1277
81.546,1.1547
84.705,1.0404
88.466,1.3671
91.566,1.2773
94.948,1.5426
98.59,1.02
101.92,1.1252
105.12,0.84051
