13.174,2.8839
12.862,3.1848
12.732,3.4691
12.461,3.7447
12.301,4.2615
12.574,4.9067
12.434,4.7944
12.624,5.1498
12.468,5.3236
12.719,5.6065
12.425,5.6939
12.683,6.1185
12.473,6.6619
12.829,7.0757
12.839,7.4293
13.233,7.84
13.63,7.9845
13.812,8.38
13.845,8.8001
13.984,9.5907
14.011,10.178
13.638,10.64
13.879,11.381
13.611,11.697
13.926,12.137
13.619,12.787
14.076,13.442
13.761,14.328
14.102,15.058
14.025,15.999
14.366,16.824
14.374,17.358
14.584,18.151
15.261,18.962
15.737,20.302
16.114,20.952
16.372,21.86
