,0,1
0,"[array([-39.53725604,  10.62679116]), array([-39.33731762,  10.60581545]), array([-38.55815079,  12.93625678]), array([-36.91221204,  13.10042717]), array([-35.27655847,  15.10435622]), array([-35.31487447,  14.99783771]), array([-34.30313911,  15.03686808]), array([-33.61559024,  18.30681881]), array([-32.48860029,  18.25586035]), array([-31.66792542,  18.08475964]), array([-30.84083372,  18.52946072]), array([-29.71946974,  20.05652046]), array([-28.06523901,  19.86202126]), array([-27.18353085,  21.81556031]), array([-25.31244707,  21.88638227]), array([-22.95849976,  22.98530677]), array([-21.62900731,  24.0039202 ]), array([-20.03755391,  25.26793856])]","[0, 18]"
1,"[array([ -1.49576849,  15.37477472]), array([ -0.4376372 ,  15.89984495]), array([ -1.72999534,  16.8660714 ]), array([ -2.81684829,  17.71506319]), array([ -3.46109372,  18.53488409]), array([ -3.68512297,  17.50873913]), array([ -3.95919275,  18.83581955]), array([ -6.40200823,  18.30464087]), array([ -5.52595314,  18.59283021]), array([ -7.86508531,  17.78900741]), array([ -8.82744315,  19.13224931]), array([ -9.92960208,  18.94354749]), array([-11.13853316,  19.5837736 ]), array([-12.11763142,  19.14978007]), array([-13.5182636,  19.4994575]), array([-14.08834461,  19.35294958]), array([-15.38925357,  20.03846578]), array([-16.04469468,  20.16477901])]","[0, 18]"
2,"[array([ 19.56023651, -33.84989538]), array([ 18.69011074, -32.3568119 ]), array([ 17.93658389, -31.09359403]), array([ 17.78052464, -30.36258051]), array([ 16.8382801 , -28.89534629]), array([ 15.66361344, -28.58596942]), array([ 14.61487841, -27.37920525]), array([ 14.25316135, -24.92371881]), array([ 13.60233548, -25.70572225]), array([ 13.02581344, -22.611011  ]), array([ 12.14934082, -22.32842635]), array([ 12.01261098, -22.2110577 ]), array([ 10.79183785, -20.62007077]), array([ 10.99000726, -18.16620511]), array([ 10.23297458, -17.47288017]), array([ 10.79699082, -16.47544083]), array([ 10.73280171, -15.13280175]), array([ 10.6611144 , -13.64781967]), array([ 10.22888212, -12.32835608]), array([  9.69309626, -10.65108158]), array([ 9.69547902, -9.86536187]), array([ 9.79822263, -8.34143   ]), array([ 9.0638335 , -8.18934547]), array([ 9.09961407, -5.68281288]), array([ 9.74152567, -4.68266652]), array([ 8.96616546, -3.95763924])]","[0, 26]"
3,"[array([ 11.56568385,   7.86174016]), array([ 12.0640262 ,   5.67741193]), array([ 11.82594768,   6.63508336]), array([ 12.50318258,   6.11594382]), array([ 12.98088808,   5.66348706]), array([ 12.71516805,   4.20076787]), array([ 14.12640359,   4.83232707]), array([ 14.2918997 ,   3.50383658]), array([ 13.31715346,   2.80050546]), array([ 13.86529989,   2.94505363]), array([ 13.66472195,   4.25109758]), array([ 12.79011742,   2.88061511]), array([ 13.02925003,   2.533602  ]), array([ 12.9914476 ,   1.16504716]), array([ 12.82247116,   1.46909707]), array([ 13.27380066,   0.67319485]), array([ 13.26552688,   1.31181074]), array([ 12.67308762,   0.87493141]), array([ 12.94932907,   1.27368782]), array([ 12.59274617,   1.0310137 ]), array([ 12.72280427,   0.20929431]), array([ 12.38675079,   0.74289488]), array([ 11.6770556 ,   1.44281727]), array([ 11.58407878,   0.48907209]), array([ 11.89676814,   0.89769892]), array([ 12.99175723,   1.47680567]), array([ 12.73969274,   2.73380648]), array([ 14.10683033,   2.5617073 ]), array([ 13.91066451,   2.72162041])]","[0, 29]"
4,"[array([ 16.20102186,   4.88448237]), array([ 16.23565348,   6.39234629]), array([ 16.4314536 ,   5.81332355]), array([ 16.81072917,   5.99454807]), array([ 17.74912475,   6.9874238 ]), array([ 17.90086692,   6.86683349]), array([ 18.68151757,   7.04630055]), array([ 17.20187621,   7.83378188]), array([ 18.54501079,   7.62904402]), array([ 18.21972235,   8.00141113]), array([ 19.12790507,   9.15048229]), array([ 17.2733077 ,   9.13286434]), array([ 17.98825902,  10.86705408]), array([ 18.35177596,  10.65826011]), array([ 19.93270181,  10.209178  ]), array([ 19.82677149,  11.17871593]), array([ 18.64921091,  11.61738276]), array([ 18.80992013,  12.1528208 ]), array([ 19.33525738,  11.88237033]), array([ 19.31893663,  12.94659037]), array([ 18.9337032 ,  12.76005442]), array([ 18.89570366,  14.28027936]), array([ 19.74292223,  14.25745954]), array([ 19.59759273,  14.99674669]), array([ 19.01728869,  15.78876891]), array([ 19.21266473,  16.21993682]), array([ 18.88461289,  17.75990434]), array([ 19.14312034,  18.63239456]), array([ 19.1693128 ,  19.80085172]), array([ 19.01801403,  20.13271221])]","[34, 64]"
5,"[array([ 11.59831132,  11.10051836]), array([ 12.05577056,  11.01020856]), array([ 11.57764328,  11.33932859]), array([ 11.99201059,  13.27847556]), array([ 12.33767864,  13.18254372]), array([ 12.3813809,  14.7025849]), array([ 12.1975414 ,  14.50352221]), array([ 12.36550257,  13.76939042]), array([ 12.29668982,  13.939245  ]), array([ 13.02156479,  13.99622072]), array([ 12.09880946,  14.87310803]), array([ 12.71416099,  15.89920447]), array([ 12.838132  ,  16.25639566]), array([ 11.37090432,  15.56997816]), array([ 12.37498228,  16.68032086]), array([ 13.82910439,  17.39595592]), array([ 13.21054418,  17.61057228]), array([ 13.32781248,  18.63441719]), array([ 12.67719826,  19.47144958]), array([ 13.60809454,  19.15715221]), array([ 13.72564783,  20.48448607]), array([ 14.32367444,  19.90028893]), array([ 14.38221722,  20.73669069]), array([ 14.34693163,  20.78056574]), array([ 14.96084626,  21.19419667]), array([ 15.71187002,  21.07443845]), array([ 16.12658   ,  20.94116201]), array([ 16.84510338,  20.85775407])]","[37, 65]"
6,"[array([ -2.14211342, -42.59823516]), array([ -2.26758391, -45.14297087]), array([ -1.53619441, -46.18512757]), array([ -0.73382909, -48.14849437]), array([ -0.32698962, -48.97930057]), array([ -0.63025862, -51.36853496]), array([  0.09610727, -52.52771869]), array([  0.80424181, -54.04563315]), array([  1.12482572, -55.97330331]), array([  2.63355924, -58.58037802]), array([  2.16143711, -59.46323541]), array([  2.56513128, -60.99818705]), array([  3.20497534, -62.3382535 ]), array([  3.6360336 , -64.22620337]), array([  4.17014742, -66.00328632]), array([  4.53172832, -67.86373147]), array([  5.166773  , -70.59541703]), array([  6.83998745, -71.427192  ]), array([  8.17452866, -74.14742514]), array([  7.37515195, -75.65786003]), array([  8.89533707, -77.10547285]), array([ 10.76775719, -79.48560816]), array([  9.71508517, -81.21684289]), array([ 11.17530402, -83.02365983]), array([ 12.18979215, -84.98095103]), array([ 13.33278425, -86.13908425]), array([ 14.45605204, -87.88434246]), array([ 14.33608686, -91.99578441]), array([ 15.37595052, -93.54822075]), array([ 15.64830585, -95.81100547]), array([ 16.3315315 , -97.20273975]), array([  16.45750783, -100.06892305]), array([  16.00169236, -101.51589936]), array([  16.36856054, -104.32287501]), array([  17.23537674, -106.60571453]), array([  16.78091593, -107.08633042]), array([  18.03294713, -110.96436811]), array([  18.94057661, -112.48830481]), array([  19.83597941, -115.06897524]), array([  19.2314655 , -118.59453723]), array([  20.67265309, -120.05301845]), array([  21.38755445, -121.59829033]), array([  20.86308519, -124.15203805]), array([  21.26816173, -127.83902692]), array([  23.7993648 , -129.97602952]), array([  23.44848059, -132.83304448]), array([  24.10457562, -135.12058574]), array([  23.62253021, -136.62400224]), array([  23.75385733, -139.83084945]), array([  24.67394632, -142.12807775]), array([  24.32044877, -144.40571968]), array([  25.95077311, -146.97270592]), array([  26.03713567, -150.42057178]), array([  25.31155301, -152.09778064]), array([  27.20923635, -155.34465236]), array([  28.32339423, -157.6437595 ]), array([  28.86919331, -159.2565471 ]), array([  29.63844692, -162.09954461]), array([  30.03793171, -163.56757614]), array([  30.65280435, -167.07234763]), array([  30.85096504, -170.55681864]), array([  31.30890526, -172.31121475]), array([  32.38687694, -175.73021703]), array([  33.5580422 , -177.45669874]), array([  33.95884679, -180.00042791]), array([  34.1649892 , -182.81198079]), array([  35.61954526, -184.57793141]), array([  36.97803389, -186.47019141]), array([  35.77223092, -190.243925  ]), array([  37.23569766, -191.7696357 ]), array([  38.0202981 , -194.28424384]), array([  37.44117622, -196.88750621]), array([  38.2540891 , -198.77922566]), array([  38.5673277 , -199.98040555]), array([  40.56807515, -202.46477059]), array([  40.30586403, -204.06292172]), array([  40.94169623, -205.26893238]), array([  42.26641237, -207.24999829]), array([  42.41242696, -209.20143062]), array([  42.22497183, -211.20866208]), array([  43.88125486, -214.3430493 ]), array([  44.13468895, -215.90173672]), array([  45.1570944 , -217.64292486]), array([  46.45804558, -219.06905862]), array([  45.93288953, -221.89787983]), array([  46.00322464, -222.84463083]), array([  48.0958221, -225.8135756]), array([  47.64045901, -226.96953917]), array([  48.1259556, -228.6777453]), array([  49.38744004, -230.30877629]), array([  49.60655335, -232.13044652]), array([  49.20445995, -233.73334351]), array([  49.12830687, -234.03880383]), array([  49.87320748, -237.50659714]), array([  49.97340361, -237.53839885]), array([  49.67104295, -238.94009279]), array([  50.18447398, -241.26324506]), array([  49.344265  , -242.23648513]), array([  49.83750611, -243.70863111]), array([  49.22295958, -244.90683447])]","[0, 99]"
7,"[array([-18.38289006,  20.83990273]), array([-18.95406775,  22.0463358 ]), array([-20.18480664,  22.09963658]), array([-20.26249638,  21.83978945]), array([-21.24372991,  22.32778094]), array([-22.39638148,  22.54277766]), array([-23.44499705,  24.0447989 ]), array([-25.44014945,  24.12977852]), array([-26.61577064,  25.3706737 ]), array([-27.96016508,  26.82256685]), array([-27.50690162,  26.60677694]), array([-29.41703021,  28.14792574]), array([-30.34080665,  29.12361726]), array([-30.49821701,  30.79862908]), array([-31.61242678,  32.0843988 ]), array([-32.96430512,  33.82320779]), array([-33.91866989,  33.90819159]), array([-34.38381314,  35.26537129]), array([-35.67565671,  37.19582573]), array([-36.35031109,  39.3026425 ]), array([-38.69910913,  40.66262729]), array([-39.42947585,  42.08615269]), array([-39.40867596,  44.54056678]), array([-40.33797027,  45.25175032]), array([-42.51389243,  47.61289537]), array([-41.98691527,  50.10317636]), array([-44.99603965,  51.24013432]), array([-45.7275422 ,  53.00174034]), array([-48.28556111,  54.16971003]), array([-47.32129676,  57.25671061]), array([-49.05494133,  59.11242486]), array([-50.33059559,  60.57893163]), array([-51.84421732,  63.49164668]), array([-53.06765086,  65.06215331]), array([-54.29768147,  67.29985448]), array([-54.71759635,  69.67002421]), array([-56.77206251,  71.7832221 ]), array([-58.20825682,  73.34131693]), array([-57.8549249,  75.9605231]), array([-59.69053904,  78.44283247]), array([-61.01505465,  79.50772481]), array([-61.99281078,  82.01964468]), array([-61.70083942,  83.9654308 ]), array([-62.85718516,  85.94582265]), array([-63.53142233,  88.78099949]), array([-64.02089767,  91.72895117]), array([-65.94392009,  94.4634135 ]), array([-66.60469009,  95.48210426]), array([-67.10655265,  98.07025285]), array([-68.75634397,  99.91904175]), array([ -68.80272666,  102.15687403]), array([ -69.930258  ,  103.74887972]), array([ -70.63151547,  105.82322589]), array([ -71.01609069,  108.63347068]), array([ -72.56336624,  109.60776283]), array([ -73.98980111,  113.33889623]), array([ -74.13327067,  115.77783256]), array([ -75.7023776 ,  117.39153957]), array([ -77.57531868,  119.41740763]), array([ -78.58137099,  121.61761284]), array([ -80.28006267,  123.7587645 ]), array([ -80.49655523,  125.34632893]), array([ -81.09282744,  126.84989126]), array([ -82.5503879,  128.6571499]), array([ -84.56196806,  131.81197222]), array([ -83.79985959,  132.85383849]), array([ -85.69731858,  136.14976257]), array([ -85.94183424,  137.86814801]), array([ -87.80973596,  138.68291178]), array([ -88.74703988,  141.78054986]), array([ -89.24409405,  142.91716696]), array([ -89.43330513,  145.32153274]), array([ -90.85431561,  146.13277674]), array([ -91.2001585 ,  147.51020419]), array([ -92.44820474,  149.9849172 ]), array([ -94.02077633,  151.19097156]), array([ -94.28652828,  152.30122047]), array([ -94.61633419,  154.25181966]), array([ -96.64158494,  156.14774311]), array([ -96.84521961,  157.56785042]), array([ -98.17722874,  159.06306732]), array([ -99.0878414 ,  160.86517041])]","[18, 99]"
8,"[array([-15.41262009,  27.88241256]), array([-14.18101885,  28.71002552]), array([-12.09515319,  28.63950922]), array([-11.54677488,  30.22215902]), array([-10.61646809,  31.69148492]), array([ -9.13518947,  32.58181329]), array([ -8.71876365,  33.42513737]), array([ -6.53634158,  34.95661813]), array([ -6.34482249,  35.68629357]), array([ -4.93825262,  36.57869881]), array([ -4.40439888,  36.64317198]), array([ -3.26619494,  38.72789034]), array([ -1.62149737,  39.35155311]), array([  0.54348882,  40.95211193]), array([  0.40264704,  41.95967956]), array([  1.79882166,  42.55927923]), array([  1.9660724 ,  43.83608194]), array([  3.57696684,  45.48048988]), array([  3.93861912,  44.6672469 ]), array([  4.49992735,  45.46632237]), array([  6.03266579,  46.14664582]), array([  5.50256559,  46.54586755]), array([  6.16083311,  47.83861218]), array([  6.72468552,  48.5430428 ]), array([  7.52173636,  49.31101256]), array([  8.3741428 ,  49.30999994]), array([  7.63101918,  50.42150674]), array([  7.4464611 ,  51.45200547]), array([  8.3645511 ,  52.39543349]), array([  8.07448466,  52.89818699]), array([  8.11451891,  52.82194005]), array([  8.32193644,  54.41339026]), array([  8.35146703,  55.32827198]), array([  8.25407416,  55.71504224]), array([  9.36703482,  55.794419  ]), array([  9.39232459,  57.57752173]), array([ 10.60711263,  56.43301116]), array([ 11.19449807,  57.50105029]), array([ 10.89228478,  59.08965771]), array([ 11.40778707,  59.39497596]), array([ 11.73876069,  60.16836453]), array([ 11.583418  ,  60.25868248]), array([ 12.45993796,  61.88665815]), array([ 12.2773525 ,  62.43499457]), array([ 13.419514  ,  62.85203231]), array([ 13.68392698,  62.96162915]), array([ 13.47369657,  64.42140629]), array([ 14.16593121,  64.64157268]), array([ 13.82630905,  65.76786656]), array([ 15.15376817,  66.2021174 ]), array([ 14.69147113,  67.73298871]), array([ 15.2712135 ,  69.18340384]), array([ 15.89505378,  70.33775219]), array([ 15.84677253,  70.82351338]), array([ 15.75382329,  71.86336173]), array([ 16.41050778,  73.35332723]), array([ 16.54614253,  75.21927955]), array([ 17.33391547,  76.21508301]), array([ 17.93279043,  78.06354813]), array([ 18.9139539,  78.0881879]), array([ 17.54657605,  80.61999531]), array([ 19.30202655,  82.73738438]), array([ 19.40930826,  83.46303487]), array([ 18.16678671,  84.67632273]), array([ 19.09465503,  86.75523082]), array([ 18.49495393,  88.71422097]), array([ 18.80373386,  90.56069864]), array([ 19.4923008,  90.7979906]), array([ 19.27280764,  92.73960817]), array([ 18.46768152,  94.16781027]), array([ 19.21475443,  94.99718937]), array([ 18.37851171,  96.23014403]), array([ 18.5716406 ,  99.02767694]), array([  18.67896386,  100.12706853]), array([  17.05602585,  101.28492684]), array([  19.20864691,  102.94197495]), array([  18.0642075 ,  104.61522492]), array([  17.46346787,  105.94305482]), array([  16.67778979,  107.28930438]), array([  16.5633656 ,  109.15956133])]","[20, 99]"
9,"[array([ 17.98536254,  23.82698237]), array([ 16.98521991,  24.33256942]), array([ 17.05457923,  24.66468718]), array([ 17.13434036,  25.84675544]), array([ 17.48101025,  26.82094163]), array([ 16.26923688,  28.03467462]), array([ 16.91887284,  28.54711894]), array([ 17.29138333,  30.25197984]), array([ 17.12388261,  30.97560306]), array([ 17.41398137,  32.3551767 ]), array([ 17.67853811,  32.69022504]), array([ 18.07154176,  33.31529168]), array([ 18.40735704,  35.54176403]), array([ 19.29644647,  36.49636544]), array([ 19.11312548,  36.69159207]), array([ 20.65190944,  39.9391385 ]), array([ 20.39911687,  40.20696372]), array([ 22.36001375,  40.92163087]), array([ 22.2235744,  43.0829499]), array([ 22.8029722 ,  44.14508359]), array([ 23.76734451,  44.09528593]), array([ 23.65954508,  45.59678808]), array([ 24.11451014,  47.83707905]), array([ 25.00776353,  48.15511316]), array([ 25.30924754,  48.52309604]), array([ 25.4557454 ,  50.35542002]), array([ 25.98667824,  50.12495093]), array([ 26.2970924 ,  52.13600393]), array([ 26.5542557 ,  52.37174306]), array([ 27.15117922,  54.59185442]), array([ 27.24460849,  54.38486982]), array([ 27.41601417,  56.10154145]), array([ 27.57308462,  56.46541059]), array([ 27.88533841,  58.12866331])]","[66, 99]"
