33.104,49.402
20.871,31.229
13.683,20.26
9.1773,13.509
6.2432,9.1638
4.3244,6.3449
2.9639,4.3304
2.0189,2.9395
1.3734,1.9912
0.93495,1.3496
0.63764,0.91647
0.43657,0.62478
0.30073,0.42827
0.2096,0.29676
0.14951,0.21016
0.1114,0.15521
0.089443,0.12338
0.08014,0.10958
0.081797,0.11136
0.094232,0.1285
0.1187,0.16291
0.158,0.21884
0.21681,0.30338
0.30222,0.4274
0.42456,0.60683
0.59866,0.86478
0.84562,1.2344
1.1954,1.7634
1.6907,2.5207
2.394,3.6083
3.3916,5.1684
4.8068,7.403
6.8033,10.581
9.5861,15.044
13.36,21.137
18.897,30.227
27.012,43.887
39.523,65.305
59.529,99.635
