-1000,-1000,-1000,-0.52545,-0.64484,-0.38
-1000,-1000,-1000,-0.53411,-0.73,-0.52545
-1000,-1000,-1000,-1000,-0.47091,-0.26788
-1000,-1000,-1000,-1000,-1000,0
-1000,-1000,-1000,-1000,-1000,0
