,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-3.323609005103128,-3.659159457363277,-5.403244278333913,-6.23851977062799,-7.32408345382696,-10.040709420417373,-11.020216128076472,-11.144265985033721,-11.917151728131106,-13.111720965770028,-14.680106864367477,-15.391174985161761,-16.648668578573588,-16.96505257268613,-19.03801043943245,-19.419070870734277
1,-30.523880515736032,-28.754793700185708,-28.15506702184909,-25.021082054504106,-24.010946755496636,-22.328599779635702,-22.076341081879143,-19.87508479209742,-19.80977427651429,-18.50863391061557,-17.21330312658431,-15.118873951395935,-14.987694723494938,-13.438200787966403,-12.391194628643271,-10.90143782447218
2,0.0,16.0,,,,,,,,,,,,,,
3,-17.60552393069529,-16.705143062428277,-15.225162520971029,-13.036887794660496,-12.846538996130572,-12.11669353575079,-11.142434650292188,-10.35316238682665,-8.182918686580402,-7.1403179623606,,,,,,
4,-14.687117917568276,-18.05865638348767,-19.799130321002057,-23.566540682366185,-24.595859540647155,-26.222174571315346,-28.792199641760277,-31.12496732030575,-33.142620815573245,-35.543891917799755,,,,,,
5,19.0,29.0,,,,,,,,,,,,,,
6,3.0,,,,,,,,,,,,,,,
7,1.0,2.0,,,,,,,,,,,,,,
