39.891,-11.55
38.872,-11.197
38.232,-11.076
37.473,-10.536
37.207,-10.529
36.546,-10.785
36.317,-10.805
35.986,-11.155
35.696,-11.288
35.463,-11.577
35.324,-12.046
35.273,-12.684
35.269,-13.2
35.297,-13.882
35.371,-14.65
35.583,-15.656
35.824,-16.501
36.214,-17.78
36.657,-18.914
37.2,-20.1
37.829,-21.166
38.532,-22.251
39.379,-23.178
40.296,-24.264
41.313,-25.092
42.428,-26.173
43.662,-27.175
44.995,-28.462
46.4,-29.679
47.933,-31.201
49.615,-32.613
51.391,-34.58
53.22,-36.306
55.16,-38.649
57.254,-41.096
59.393,-44.018
61.533,-46.869
63.841,-50.539
66.345,-54.216
68.87,-58.69
71.267,-62.773
73.79,-67.979
76.526,-73.289
79.201,-79.68
81.624,-86.379
84.121,-94.38
87.165,-102.33
