18.223,15.553
19.513,15.395
20.702,15.484
22.027,15.889
23.343,16.44
24.628,16.869
25.879,17.282
27.267,17.508
28.643,17.886
30.145,18.237
31.569,18.642
33.23,18.948
35.15,19.382
36.569,19.638
38.532,19.943
40.382,20.48
42.173,20.607
43.842,20.986
45.752,21.313
47.603,21.747
49.74,22.187
51.198,22.459
53.322,22.652
55.265,22.942
57.382,23.342
59.227,23.77
61.89,24.17
63.757,24.519
66.006,24.927
68.033,25.106
70.472,25.618
72.769,26.49
75.16,26.775
77.234,27.261
79.513,28.112
82.02,28.248
84.646,29.182
87.057,29.747
89.527,30.39
92.807,31.029
95.192,31.991
97.924,33.171
100.68,33.811
103.93,34.972
107.41,35.842
111,37.131
114.7,37.939
