,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0,-18.11974264135659,-18.536822297785534,-18.427463941422715,-19.40345716902343,-19.6797309461657,-20.186721471149564,-20.96818352820082,-22.337195180497552,-22.403671615607596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-16.285546711176845,-16.503269950452367,-17.220012957745,-18.223113472445952,-18.120778040347716,-18.225723676150743,-18.867502885803304,-20.500767743467073,-19.581410726287434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-28.15934142058901,-28.889852043955724,-29.764942928490324,-30.72582063262708,-31.90049053818716,-32.425410885332326,-34.0191401730763,-35.746860420840214,-35.76904925754526,-36.77351461554301,-37.31169537699463,-39.60092628576656,-40.585532124232174,-41.90967994279079,-42.80106184711045,-44.53399976355805,-44.592168275477235,-46.92444471080986,-47.660078927734766,-47.42345157453056,-49.75640627919686,-50.96580078939558,-50.873528142097406,-52.62023583563626,-54.08236298460759,-55.167599544419815,-56.15733389310949,-57.09670054676506,-58.461875377551046,-58.87859085877421,-59.43288743407871,-61.44279371847383,-62.140570894301725,-62.98484287425259,-63.619567193796016,-64.72878819056206,-67.43595690580715,-67.63891796203082,-68.88878506706249,-69.76877012443434,-71.11357163049897,-71.54857033123909,-73.0824154028051,-73.77028995844582,-74.48075168727975,-75.54218701391028,-76.9712121257172,-78.14584550129499,-78.65075013371042,-80.65148228226286,-82.18562007185143,-83.97416774177195,-85.64487159032312,-87.10074392146618,-88.42233440002774,-91.44400962097293,-91.01352218152293,-93.79848508826188,-93.87209715780666,-96.2428960981918,-97.02670044142438,-97.68833943675935,-98.88167200065578,-100.61838376620175,-100.1484909094803,-101.91006363936833,-103.34580238128484,-103.99092022890599,-104.88493201953176,-105.38683569877178,-107.5792349967698,-108.01760198830398,-108.4642547910475,-110.73475165000713,-110.84060191897066,-112.65005150463782,-113.25249130452536,-114.52742446936495,-116.31999607734245,-117.38739366794688,-118.71432716300893,-120.76908523312262,-122.35011606786725,-125.61337145472739,-125.58278580100117,-128.7143927948744,-130.81967698752328
4,-23.172922069377847,-23.75491759093991,-22.87345249494153,-23.94796053903182,-23.940257959907782,-24.16754979072838,-24.028849109845897,-23.960261526747303,-24.446535041711478,-25.415726254435874,-24.476583441382864,-24.813092429161458,-24.447929276434362,-24.290735947974216,-23.758768218392756,-23.474829232584437,-23.551575712670076,-23.67124491782476,-24.30019429020886,-23.263214057148524,-23.498526825679903,-23.858107579079814,-23.98903888987258,-23.40316032509368,-24.12962121847246,-24.961257572141854,-24.76304522793356,-24.87712474055312,-24.895983277695557,-25.668725219553114,-25.826792767501487,-26.523847987535618,-25.48845335704421,-26.980864632012832,-27.33044577950383,-27.646839247420218,-27.584016323276536,-27.403111168891975,-27.885287439201427,-28.813169120161046,-28.71560238309802,-29.24377202949236,-28.985743816341216,-28.944054940061914,-29.57318189736672,-29.893269796162976,-29.744888198667393,-29.986571546149975,-29.788612915699108,-28.9080816958763,-29.15479730772921,-29.833889961626205,-29.587656779636305,-29.161918844440144,-29.567615008564047,-29.264264101993227,-29.571989950145703,-29.936361956021642,-29.706708249726624,-28.811246307632047,-29.323990351349728,-28.6610550060198,-28.67307507165843,-29.535496473208745,-29.10467320547621,-29.930104758438905,-30.468914907299503,-29.16712153764167,-29.597982143799264,-29.800935597436624,-29.93596783370346,-30.256102893786878,-29.958480900259264,-30.83803724464031,-31.278604338820294,-32.171244433560105,-31.99346940319958,-32.815974678159876,-33.40869168649948,-33.81575136787584,-33.19995410003761,-34.0918441937591,-35.40880983498703,-34.6999836064489,-34.9826061897284,-35.88295511021517,-36.00619164636133
5,13.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
