,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,-109.16528465400549,-109.06353107343419,-110.62917368476033,-112.82879703091423,-113.30339156358933,-113.1164154110642,,,,,,,,,,,,,,,,,,,,,,
1,-69.9748962481731,-72.11851408023644,-72.13061828273193,-71.64574347844008,-73.13416639176307,-73.82340038284237,,,,,,,,,,,,,,,,,,,,,,
2,60.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-115.39691970567019,-116.90292523479786,-117.90662194881416,-119.10004894200665,-120.05987312961078,-121.26251192454657,-121.6264737846632,-123.4126997622893,-124.68531955503776,-125.54493726512159,-126.43355909000348,-129.22454224087866,-130.4087391281819,-132.35906435141356,-133.46129955152153,-134.29516672613073,-137.23432947205453,-137.7732167261837,-138.5701189050758,-140.26615795603587,-141.6405246676407,-142.93684296449786,-144.65218142175422,-145.0391436733293,-146.4941127571897,-147.22497696687816,-148.85569874130144,-150.07394386954314
4,-80.43715819056042,-81.44899430127909,-83.31448279961172,-85.68484284553257,-86.44626290836969,-88.48385280213297,-90.03834718117032,-92.30232565631363,-94.05590664840527,-95.82945122663358,-97.71248190992773,-99.74873898857548,-102.17465030954729,-103.909070187103,-105.45409989716161,-108.28298168655687,-110.10818700857197,-112.56546499533103,-113.94571786118301,-115.1775572285735,-118.06393462970374,-119.86440316109885,-121.22964208995855,-123.27752546701602,-125.69163687696062,-127.69478026226754,-128.33636115684075,-130.98126533556353
5,72.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
