,0,1,2,3,4,5,6,7,8,9,10
0,142.10318037931722,143.05819965081574,145.0786341969927,146.67131440634284,148.3417436065721,150.14993288271128,,,,,
1,-47.20855194374312,-48.761803887612935,-48.928853069408966,-50.01671176448815,-52.15104647933533,-52.85545840021332,,,,,
2,70.0,76.0,,,,,,,,,
3,174.2048185199229,175.38958423918166,175.8335020067826,178.6087534278161,177.75008573017033,178.67904877672404,180.8682057749805,181.27473278921627,182.12059107492993,181.76987650441689,183.7275600630428
4,-72.86755423391456,-74.44946452013535,-75.41167343603593,-75.69593312207697,-76.5120166211154,-76.57780810159436,-77.70879402713021,-77.91174952678234,-79.66500400874273,-79.05551218071213,-80.19947398991324
5,89.0,99.0,,,,,,,,,
6,13.0,,,,,,,,,,
7,2.0,4.0,,,,,,,,,
