13.27,11.995
14.055,11.489
14.625,11.2
14.787,10.96
15.477,10.985
16.339,10.798
16.49,10.466
16.592,10.72
17.077,10.61
17.445,10.518
17.669,10.572
17.712,10.789
18.236,10.753
18.656,10.701
18.829,11.302
19.287,11.212
19.389,11.335
19.959,12.039
20.197,12.033
20.779,12.075
21.227,12.631
21.55,13.102
22.136,13.344
22.647,13.786
23.482,14.383
23.789,14.858
24.403,15.485
25.142,16.391
25.964,17.298
26.617,17.583
27.154,18.434
27.989,19.557
28.491,19.966
29.222,20.994
30.168,21.583
30.901,22.964
31.447,23.993
32.077,25.193
