,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,-9.34555205185835,-9.580016359981439,-9.648251448127228,-9.730926264538196,-9.92130760747255,-9.952281694252978,-10.008566955980283,-10.201733207851117,-10.36414254902259,-10.436915948024385,-10.60084719288794,-10.670319239110995,-10.878538006571235,-10.961861058876124,-11.120684019350064,-11.244095103954812,-11.407834568514602,-11.541693554915202,-11.614283074830663,-11.792608889651577,-12.037836825350938,-12.087741557192734,-12.24041679153334,-12.48111020559136,-12.518319402711173,-12.759626393874113,-12.938983917474841,-13.034830891811781,-13.241450144068393,-13.427296872000152,-13.49985917966012,-13.749110605495337,-13.787903214920295,-14.012767653044927,-14.1618383937139,-14.428088828041172,-14.508088891119284,-14.738625006012281,-14.93179133160959,-14.968654781891848,-15.281229113547132,-15.479882210501813,-15.589188140537564
1,5.708993972557811,3.669903911632557,1.7132923811849934,-0.22750698048133114,-2.3052766131417237,-4.150295542814997,-6.128992389129773,-7.9952780735692475,-9.901086497262453,-11.922188008559486,-13.881538403465296,-15.783560572743877,-17.647897035930246,-19.579485553337953,-21.456855049615747,-23.400881050893194,-25.300103678268727,-27.111514139839922,-29.16054238280573,-31.138519831715712,-32.907421368582945,-34.804691712735874,-36.842255498900094,-38.730990478507024,-40.61132957083294,-42.58476992048679,-44.47983455789183,-46.40102902704268,-48.357689953828185,-50.28155232628568,-52.27147785933253,-54.09247388895664,-56.054178423044334,-57.96925671202971,-59.88275232123052,-61.800896952414064,-63.66184429893066,-65.67103130045001,-67.5446269496472,-69.4309897912157,-71.41012870956173,-73.3305814895346,-75.2054001978645
2,20.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-16.348564434431896,-16.629002694789435,-16.674590813354573,-16.94785169531741,-17.2402890448992,-17.380032348798572,-17.560733927887135,-17.79141934475745,-17.956650895922273,-18.02750053396242,-18.15458164698105,-18.28817180710856,-18.445362230574272,-18.521740376722033,-18.73732314238217,-18.853325317509377,-18.911271946203794,-19.110665937271815,-19.26717208121504,-19.403071014021382,-19.582262065685324,-19.75969511527957,-20.019905750953857,-20.11046457647533,-20.19223010825192,-20.436053630770278,-20.432072471322844,-20.527595866700736,-20.733844179001217,-20.72963747396884,-21.047268528154433,-21.141980434869147,-21.27742102398398,-21.34257295362324,,,,,,,,,
4,-82.85984468782702,-84.79615573211862,-86.80007091741203,-88.47454372569707,-90.46104313856188,-92.42920238148446,-94.2457596206606,-96.25298119641947,-98.112121859607,-100.00020020669186,-101.96751430589462,-103.7659900763323,-105.82572738100674,-107.71858266390566,-109.68452170845926,-111.56502642733703,-113.42781892448336,-115.4139823090869,-117.35571606718986,-119.27667564340591,-121.22058301223497,-123.14074006604888,-125.05048625515535,-126.99155571520619,-128.91079150326715,-130.8076879046805,-132.78156374771925,-134.5828583995234,-136.63341346397868,-138.4876771333522,-140.35643875710718,-142.43569468500135,-144.30576129522322,-145.9686259878437,,,,,,,,,
5,66.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
