-10.857,3.8411
-10.075,2.6711
-9.535,1.4253
-9.1195,0.1662
-8.7833,-0.9839
-8.4915,-2.1784
-8.3239,-3.3061
-8.2106,-4.4807
-8.0793,-5.7067
-8.0184,-6.8581
-8.0386,-8.1518
-8.0638,-9.2701
-8.1719,-10.522
-8.3066,-11.731
-8.4234,-12.989
-8.5873,-14.248
-8.8004,-15.299
-9.0366,-16.298
-9.2754,-17.227
-9.4955,-18.11
-9.7039,-19.032
-9.873,-19.889
-9.9992,-20.852
-10.161,-21.787
-10.317,-22.791
-10.412,-23.828
-10.54,-24.954
-10.698,-26.112
-10.789,-27.409
-10.892,-28.77
-11.056,-30.31
-11.215,-32.017
-11.387,-33.898
-11.592,-36.107
-11.847,-38.432
-12.101,-40.837
-12.323,-43.414
-12.614,-45.97
-12.94,-48.883
-13.238,-51.747
-13.601,-54.827
-13.986,-58.015
-14.298,-61.202
-14.597,-64.665
-14.959,-68.091
-15.322,-71.623
-15.609,-75.494
-15.917,-79.132
