6.8325,12.37
4.2225,9.1382
2.898,7.1962
1.4902,5.5698
0.57813,4.2211
0.12796,3.2524
-0.23547,2.5849
-0.31869,1.9279
-0.32985,1.439
-0.33921,1.1075
-0.23933,0.82825
-0.19547,0.62349
-0.18925,0.47872
-0.12518,0.37038
-0.079122,0.28178
-0.056558,0.2166
-0.020624,0.1709
0.0018125,0.13432
0.015836,0.10798
0.032655,0.089931
0.041277,0.077143
0.04862,0.068608
0.057858,0.063878
0.063913,0.062322
0.071803,0.063144
0.082568,0.066334
0.093639,0.07176
0.10753,0.079231
0.12466,0.088835
0.1443,0.1007
0.16787,0.11499
0.19575,0.13196
0.22819,0.15194
0.2664,0.17534
0.3111,0.20264
0.36323,0.2344
0.42426,0.27132
0.49551,0.31419
0.57867,0.36392
0.67581,0.4216
0.78922,0.48847
0.92162,0.56599
1.0762,0.65582
1.2567,0.75993
1.4674,0.88057
1.7135,1.0204
2.0008,1.1824
2.3364,1.3702
2.7284,1.5878
3.1866,1.8404
3.7224,2.1334
4.3485,2.4731
5.0804,2.8669
5.9351,3.3239
6.9347,3.8538
8.0996,4.4679
9.4595,5.1786
11.041,5.9993
12.885,6.9455
15.016,8.0399
17.486,9.3007
20.332,10.726
23.6,12.364
27.511,14.298
32.12,16.601
37.649,19.232
44.08,22.387
52.067,26.067
61.479,30.636
72.943,35.944
86.764,42.803
104.12,50.063
125.13,59.652
150.7,72.059
