-1000,-0.98,-0.5,-0.7,-0.020816,-1.082,-1.2045
-1000,-1000,-0.48,-0.19053,-0.30653,-0.95778,-1.0911
-1000,-1000,-1000,-0.105,-0.29818,-0.98,-1.1229
-1000,-1000,-1000,-1000,-1000,-0.49429,-0.66571
