,0,1
0,"[array([ 26.70408443, -33.3634305 ]), array([ 26.54974949, -35.71177601]), array([ 26.94020525, -36.77194255]), array([ 26.94050349, -37.39962753]), array([ 26.4750592 , -40.06526946]), array([ 26.46714219, -41.97550043]), array([ 26.14387431, -42.52615883]), array([ 25.17233874, -45.28840737]), array([ 25.52531447, -47.67176929]), array([ 24.03914369, -48.52219544]), array([ 24.74525341, -50.88656836]), array([ 22.71834832, -52.39989288])]","[0, 12]"
1,"[array([ 37.63694909, -43.9071203 ]), array([ 38.06550345, -44.37680978]), array([ 38.56552537, -46.36004116]), array([ 37.00753643, -48.39845558]), array([ 36.60072137, -48.55822686]), array([ 35.99583735, -50.02152584]), array([ 34.7945001 , -52.16607119]), array([ 33.5296611 , -53.09605409]), array([ 32.80870036, -53.87874529]), array([ 31.92016193, -55.92293173]), array([ 31.70185786, -56.36849425]), array([ 30.05871977, -58.57980967]), array([ 29.78766126, -59.84588117])]","[0, 13]"
2,"[array([-15.69108806, -31.17409614]), array([-16.01292731, -32.67651439]), array([-15.68035163, -34.17236061]), array([-14.9652668, -36.3197025]), array([-14.88119167, -37.44520169]), array([-13.61926711, -39.54025922]), array([-13.45662752, -42.02379261]), array([-12.92702595, -44.20254055]), array([-11.84520936, -46.12514034]), array([-11.38875518, -47.30636446]), array([-11.47074625, -49.55196454]), array([ -9.68039657, -50.43838946]), array([ -8.69182906, -52.70543529]), array([ -7.89985412, -55.03535065]), array([ -7.79669491, -56.50809389]), array([ -7.60732232, -57.63712907]), array([ -7.46558198, -59.82323129]), array([ -6.83221745, -61.69026279]), array([ -5.50836564, -63.27379447]), array([ -4.95842348, -64.1829528 ]), array([ -3.38454685, -67.09403204]), array([ -4.08150766, -69.4948893 ]), array([ -3.01060382, -71.21372527]), array([ -2.77222895, -72.85047554]), array([ -1.80301707, -75.32252614]), array([ -1.30738112, -77.1144123 ]), array([  0.31677372, -78.95808431]), array([  0.66107063, -80.73743007]), array([  2.58137966, -83.24154339]), array([  3.02033932, -84.92022844])]","[0, 30]"
3,"[array([ 19.7284851 , -83.42652718]), array([ 19.93908389, -85.01702397]), array([ 19.98238174, -87.16972184]), array([ 18.81838366, -89.79593462]), array([ 18.84369763, -91.59214965]), array([ 18.31022355, -93.34180231]), array([ 18.19300969, -95.79857682]), array([ 16.70892378, -98.19446026]), array([  17.66737092, -100.01095999]), array([  17.1811568 , -103.25368761]), array([  16.33775569, -103.69056511])]","[24, 35]"
4,"[array([ 10.06209408, -97.77440738]), array([  10.89276682, -100.20855531]), array([  13.57676375, -100.84541557]), array([  13.23446658, -103.76292742]), array([  14.06203564, -106.13065783]), array([  14.68156923, -108.7412591 ]), array([  15.12835582, -110.55928374]), array([  15.8078489 , -113.20353766])]","[35, 43]"
5,"[array([-38.26980809,  37.63739949]), array([-40.53113828,  36.75300342]), array([-42.05355849,  36.48056098]), array([-43.94728236,  37.76491695]), array([-46.31703919,  38.60418047]), array([-47.91708687,  38.95674823]), array([-49.77508512,  37.45655336]), array([-50.92783302,  38.00695913]), array([-53.160283  ,  40.57436112]), array([-55.50336874,  40.17741048]), array([-56.97699855,  39.67638721]), array([-59.82217001,  39.51488701]), array([-60.83763926,  39.76383355]), array([-62.296999 ,  40.7332209]), array([-64.20274607,  40.57924235]), array([-66.86932093,  41.54084157]), array([-67.72297783,  41.58401911]), array([-70.00820183,  41.88216693]), array([-71.28248695,  42.39924536]), array([-73.56521212,  43.19677782]), array([-74.55305721,  43.1519012 ]), array([-77.06584241,  44.20298528]), array([-79.43152976,  46.57309739]), array([-81.55115923,  46.58511144]), array([-82.42194398,  48.4663155 ]), array([-84.84298484,  48.68239298]), array([-86.77616566,  49.00687363]), array([-87.73427738,  49.86018598]), array([-89.06674157,  51.91670099]), array([-90.41729544,  51.88478345]), array([-91.70644349,  53.70063669]), array([-93.48121918,  54.27428751]), array([-95.20912301,  56.37375168]), array([-96.43887893,  57.18765214]), array([-98.30530959,  58.37825122]), array([-99.79648143,  59.64108631]), array([-101.08054988,   60.67199428]), array([-102.71218801,   62.18339696]), array([-104.31038215,   63.64512442]), array([-105.37131773,   64.21210319]), array([-107.21658925,   65.56064312]), array([-108.92286661,   66.43576448]), array([-111.25697034,   68.36054421]), array([-111.51161944,   69.50879668]), array([-113.40096269,   71.26082989]), array([-114.37364472,   71.41345736]), array([-115.70520776,   73.24711712]), array([-117.4506445 ,   74.23960997]), array([-118.17840063,   74.51654806]), array([-120.12168617,   77.04312767]), array([-120.98035264,   77.1264682 ]), array([-122.51780326,   78.75291216]), array([-123.34847276,   80.55356866]), array([-124.79834438,   80.88054728]), array([-126.91779666,   80.42491647]), array([-128.33109851,   82.55107421]), array([-129.05220597,   82.47715067]), array([-130.72355547,   83.73231764]), array([-132.90820905,   83.86650148]), array([-134.0571016 ,   85.87414457]), array([-135.64342626,   87.19398206]), array([-138.19230862,   88.40515691]), array([-140.46143461,   89.67607958]), array([-141.41719091,   90.61674866]), array([-144.1867017 ,   92.29646582]), array([-145.77273436,   93.35004596]), array([-147.55853601,   95.34973744]), array([-150.38026254,   96.25386347]), array([-152.22377607,   97.31344068]), array([-153.97636901,   99.06778782]), array([-155.1109198 ,   99.78344788]), array([-157.1932459 ,  100.65054422]), array([-158.88751022,  103.4394019 ]), array([-160.76588867,  104.41386634]), array([-162.33948234,  107.28709946]), array([-164.78357641,  107.43440598]), array([-165.07965167,  109.54555349]), array([-167.7607661 ,  110.65214049]), array([-169.5517439,  111.9705481]), array([-171.27813799,  112.99774211]), array([-172.20323304,  114.22877364]), array([-174.73567748,  116.53346244]), array([-177.35479363,  117.719135  ]), array([-179.74958957,  119.40476871]), array([-181.15055054,  121.62896198]), array([-182.85701655,  123.14528549]), array([-185.54594104,  124.36478146]), array([-188.27697889,  126.16576259]), array([-190.73198408,  127.34506199]), array([-192.61320434,  128.22550767]), array([-193.25956174,  131.81110322]), array([-196.29048562,  132.91073363]), array([-198.3139852 ,  134.76050989]), array([-200.70462123,  136.21185099]), array([-203.21611558,  137.3874863 ]), array([-205.46190966,  139.04733249]), array([-207.15043875,  140.12031559]), array([-209.09316476,  143.40497356]), array([-209.62944149,  142.47511166]), array([-211.92211371,  146.41156783])]","[0, 99]"
6,"[array([ 27.3704356,  44.0431307]), array([ 26.38172021,  42.95146194]), array([ 22.99516624,  41.48017569]), array([ 22.08601853,  41.5410517 ]), array([ 20.47913514,  39.34857755]), array([ 18.29258481,  39.45171268]), array([ 17.02531568,  38.32753926]), array([ 15.27073146,  38.09748323]), array([ 14.06339518,  37.03365744]), array([ 12.00906913,  35.70476376]), array([ 10.99625739,  35.42745546]), array([  9.91376421,  34.54734898]), array([  9.25558078,  33.36635251]), array([  8.30751207,  32.67316925]), array([  5.94128612,  32.42903433]), array([  5.28385168,  31.61988793]), array([  4.2346531 ,  30.88295108]), array([  3.86821753,  30.80176022]), array([  2.45803846,  30.1162465 ]), array([  1.48687473,  29.58430353]), array([  0.59486793,  28.54737966]), array([ -0.29324325,  28.69252595]), array([ -1.2448718 ,  28.32700923]), array([ -2.73218988,  26.01734509]), array([ -3.72618323,  26.70978712]), array([ -4.59737138,  25.78362339]), array([ -6.59474839,  24.76156334]), array([ -5.22586287,  24.05444997]), array([ -7.66559006,  22.47583253]), array([ -8.73046778,  23.34557518]), array([-10.08014492,  21.66987671]), array([-11.42760381,  21.31183922]), array([-11.03408851,  21.23817632]), array([-11.85163414,  21.38313466]), array([-12.7152167 ,  20.55146786]), array([-14.55300857,  20.94859274]), array([-15.17703414,  20.72227912]), array([-15.98806101,  20.13973974]), array([-17.66341623,  19.09674263]), array([-18.78650657,  17.89243185]), array([-19.81413356,  18.32725014]), array([-21.335339  ,  18.33786064]), array([-21.63467631,  17.1264642 ]), array([-22.03222246,  16.2150538 ]), array([-23.35544169,  15.75776294]), array([-25.26985323,  14.56980205]), array([-26.03494023,  13.33588884]), array([-26.72156193,  12.47829189]), array([-28.29446876,  11.60676374]), array([-29.29539668,  10.53696396]), array([-29.19796862,   9.55807186]), array([-30.22735712,   7.74472299]), array([-30.78913972,   7.37077718]), array([-32.43283501,   6.99794408]), array([-32.55604382,   5.49290558]), array([-34.3460394 ,   5.85211966]), array([-33.08959084,   4.1245869 ]), array([-33.90116254,   3.17564185]), array([-34.6225029 ,   2.13487658]), array([-35.21991218,   1.39522743]), array([ -3.58183144e+01,  -2.64419820e-02]), array([-36.0121183 ,  -0.65605582]), array([-37.17587415,  -2.96018038]), array([-37.1269722 ,  -4.84666953]), array([-38.17400825,  -5.91682722]), array([-39.12911706,  -8.2813709 ]), array([-38.66427823, -10.84206511]), array([-39.38041125, -12.20792093]), array([-40.27434198, -14.22477361]), array([-42.04038972, -17.45683288]), array([-41.36332715, -18.29068185]), array([-42.04434036, -19.91101662]), array([-43.05849842, -22.24507174]), array([-42.32581309, -24.43604762]), array([-43.87130526, -26.29878368]), array([-43.79071694, -29.10340113]), array([-43.41338089, -30.60053147]), array([-44.43127074, -33.04224107]), array([-44.53559065, -35.70145832]), array([-45.59540032, -38.13243612]), array([-45.09625678, -40.54803392]), array([-45.66942285, -43.32094178]), array([-47.32700833, -44.15656453]), array([-47.93630052, -47.93921347]), array([-49.25108082, -48.19961375]), array([-49.6788504 , -51.25748326]), array([-49.84780679, -52.72182143]), array([-51.07384784, -55.74010186]), array([-52.17521599, -56.29608467]), array([-52.51756106, -59.11571313]), array([-52.67614509, -60.22759458]), array([-53.88757921, -61.75230189]), array([-54.93552682, -63.37567167]), array([-55.91116735, -65.52970579]), array([-56.33863052, -65.73201508]), array([-56.78556764, -68.51236006]), array([-58.5664193 , -69.67254312]), array([-58.83584249, -70.3309605 ]), array([-59.30928858, -71.70047682]), array([-59.18130624, -73.77554484])]","[0, 99]"
7,"[array([ 19.56402377, -72.90957107]), array([ 18.4526191 , -74.00527207]), array([ 17.15066229, -73.77432669]), array([ 16.34563756, -74.6534116 ]), array([ 14.69391598, -75.42839127]), array([ 13.89229458, -76.51031481]), array([ 12.9216854 , -78.17137923]), array([ 11.70610086, -79.75142427]), array([  9.83244284, -80.96887353]), array([  8.63630341, -81.69997811]), array([  7.68760287, -82.21641338]), array([  6.73656609, -83.93679291]), array([  5.4096583 , -84.81651927]), array([  4.29064509, -86.82378089]), array([  1.82697921, -85.59685035]), array([  1.10267689, -87.62540536]), array([ -0.58986429, -88.39263556]), array([ -0.61687266, -89.2088738 ]), array([ -1.91552522, -89.7355577 ]), array([ -2.7596487 , -91.20714198]), array([ -4.75165372, -92.80657207]), array([ -4.59996195, -94.0456906 ]), array([ -6.91284777, -95.25717576]), array([ -7.95548867, -97.34897403]), array([ -9.39630568, -98.40025139]), array([ -11.83237638, -100.94843534]), array([ -12.33763312, -100.69247353]), array([ -12.97677802, -102.58052224]), array([ -14.18823258, -103.32515854]), array([ -15.13606783, -105.2286605 ]), array([ -16.44256226, -106.58569122]), array([ -18.29071874, -108.66904608]), array([ -19.53465157, -109.86711026]), array([ -20.10516255, -111.92029926]), array([ -22.68156379, -112.93565464]), array([ -24.3271891 , -115.57419935]), array([ -25.46064666, -117.09568692]), array([ -26.22538492, -120.01975458]), array([ -27.72057229, -121.2495507 ]), array([ -29.90011314, -124.50849901]), array([ -31.25941664, -125.32135141]), array([ -33.00076959, -128.23307925]), array([ -33.88377549, -130.07621871]), array([ -36.9780439 , -131.99884442]), array([ -38.04078567, -133.5860875 ]), array([ -39.41989745, -135.8459335 ]), array([ -41.05228241, -136.61213211]), array([ -42.76760893, -137.80025759]), array([ -44.46957587, -138.94628695]), array([ -46.14967759, -141.57152643]), array([ -45.99356449, -141.87168016]), array([ -48.52576512, -143.26531873]), array([ -50.14789342, -143.43657963]), array([ -51.36312551, -145.04535171]), array([ -51.53726344, -146.05987666]), array([ -53.14392913, -146.7774214 ]), array([ -53.46653952, -148.14090597]), array([ -54.6360094 , -146.47352909]), array([ -56.66455164, -147.50219836]), array([ -56.35643806, -148.23337287]), array([ -58.27082366, -149.21906859]), array([ -58.5152015 , -149.35887454]), array([ -60.3589963 , -148.38718571]), array([ -60.69787413, -148.8908785 ]), array([ -61.83843775, -150.75356418]), array([ -61.5452588 , -150.65607913]), array([ -61.91408262, -152.30928165]), array([ -62.61305416, -151.6427567 ]), array([ -63.10419024, -153.09311422]), array([ -63.00159792, -154.85444952]), array([ -63.51806362, -154.71659879]), array([ -63.49878832, -155.93857884]), array([ -63.13899077, -157.02618547]), array([ -63.49047771, -158.17881359]), array([ -64.69119026, -158.58654817]), array([ -65.31935623, -158.4941882 ]), array([ -65.19269405, -159.97884245]), array([ -64.55204334, -161.15724713]), array([ -65.30865078, -162.75515935])]","[21, 99]"
8,"[array([  11.58940217, -121.57685164]), array([  12.57091954, -121.9396979 ]), array([  12.17050753, -123.51565577]), array([  11.82868178, -125.65906677]), array([  11.30078398, -127.21595589]), array([  10.60246075, -127.89003015]), array([  11.12313297, -129.61392224]), array([  10.34908317, -132.00402411]), array([  10.91530879, -132.07486179]), array([  10.21229114, -134.04458559]), array([   9.34228451, -135.68418488]), array([   9.53456763, -136.43615769]), array([   9.10465287, -139.97016923]), array([   8.59431749, -139.76538042]), array([   8.43830914, -142.0430067 ]), array([   9.45359023, -144.92350514]), array([   9.41963166, -145.06242392]), array([   8.93136492, -146.83474933]), array([   7.98838755, -148.89807429]), array([   8.58409556, -149.97114361]), array([   8.70101206, -150.64953918]), array([   7.47272915, -153.08484705]), array([   6.71559692, -153.60492388]), array([   7.12894744, -155.20414566]), array([   5.45429241, -156.67417907]), array([   5.23288873, -158.38100238]), array([   5.28331034, -159.54119459]), array([   6.08655889, -160.34624244]), array([   3.69679251, -161.24583436]), array([   3.22143925, -162.91690009]), array([   2.43875326, -163.3594083 ]), array([   1.86420443, -165.10169832]), array([   1.33541015, -166.06308803]), array([   0.8360139 , -165.88344207]), array([   0.53359705, -167.19745204]), array([  -1.14822346, -167.5189979 ]), array([  -2.41342356, -168.02174014]), array([  -2.6320302 , -168.13144467]), array([  -4.05166746, -168.9287485 ]), array([  -4.5515655 , -168.44132921]), array([  -5.49153132, -169.52528636]), array([  -5.85086782, -170.15966494]), array([  -6.1587332 , -170.65031297]), array([  -7.95928454, -170.96846531]), array([  -7.90597389, -170.49835426]), array([ -10.35463943, -170.21373028]), array([ -11.49532602, -171.27114578]), array([ -13.10261008, -171.33513352]), array([ -14.17645317, -170.24397841]), array([ -14.83570794, -171.74187204]), array([ -16.71453114, -171.41802329]), array([ -18.36855442, -171.24126987]), array([ -18.24206797, -171.27079911]), array([ -20.31482853, -172.15707015]), array([ -21.45372817, -172.39334308]), array([ -22.74109907, -171.94466651])]","[44, 99]"
9,"[array([  23.59301046, -131.14004825]), array([  24.99939701, -131.45872171]), array([  24.98750313, -135.12105993]), array([  27.07087498, -136.59155607]), array([  27.57472846, -140.06307017]), array([  28.15646694, -140.43738535]), array([  29.01614509, -144.42705181]), array([  30.89990894, -146.39099549]), array([  32.06307875, -149.54061287]), array([  33.21851981, -151.83081142]), array([  33.97036782, -155.11330231]), array([  36.03655738, -157.40435509]), array([  36.21646305, -159.60021247]), array([  37.44382647, -162.51028549]), array([  38.58870081, -165.78313038]), array([  40.07314699, -168.12299574]), array([  41.67307547, -171.67785554]), array([  41.59432554, -173.9332187 ]), array([  42.55587024, -176.40884679]), array([  43.2732317, -179.0275232]), array([  44.29410106, -180.97471085]), array([  44.94282695, -184.03913796]), array([  45.46940809, -186.26906793]), array([  46.98210871, -188.91869959]), array([  48.01966182, -191.93674252]), array([  48.21651058, -193.99354928]), array([  49.49475202, -197.78404527]), array([  50.52597002, -199.57709263]), array([  51.07804873, -202.71662881]), array([  51.60786663, -205.00160951]), array([  52.71208376, -207.99333671]), array([  54.61178584, -212.1119647 ]), array([  54.63814838, -213.76107661]), array([  54.55486467, -216.45815204]), array([  56.80258179, -220.33853615]), array([  56.377321  , -223.26738421]), array([  58.21223427, -226.31073343]), array([  57.99078468, -229.27365409]), array([  59.40599454, -232.83829433]), array([  59.55554025, -236.18898952]), array([  59.89923898, -238.09799676]), array([  61.62427919, -242.24909912]), array([  62.23005543, -244.62310352]), array([  61.5585596 , -249.08042196]), array([  62.80062569, -250.62462488]), array([  63.97558145, -254.09071932]), array([  63.7962379 , -257.13287656]), array([  64.37304631, -259.68175075]), array([  65.59075107, -262.59360806]), array([  66.15544352, -267.20995784]), array([  66.97745872, -269.36584351])]","[49, 99]"
