,0,1
0,"[array([ 24.01824624,  -5.85891291]), array([ 24.36504281,  -7.37612863]), array([ 24.53176328,  -8.8654495 ]), array([ 24.77554461, -10.34485946]), array([ 24.92015108, -11.96420294]), array([ 25.30293625, -13.45219963]), array([ 25.66538681, -14.96676917]), array([ 25.95267202, -16.53436349]), array([ 26.20824491, -18.23782289]), array([ 26.49922188, -19.66124394]), array([ 26.75828996, -21.23459183]), array([ 27.08945271, -22.77440451]), array([ 27.45372942, -24.31928371]), array([ 27.68049616, -25.78353522]), array([ 27.84997184, -27.30392499]), array([ 28.2618661 , -28.85975388])]","[0, 16]"
1,"[array([ 36.89710033, -16.11306892]), array([ 36.56855978, -17.25905714]), array([ 36.28446272, -18.28300296]), array([ 35.86871097, -19.31259946]), array([ 35.63320766, -20.1552707 ]), array([ 35.35659088, -21.20491429]), array([ 34.98913465, -22.26319265]), array([ 34.70319496, -23.24100259]), array([ 34.4034862 , -24.15841409]), array([ 34.05475417, -25.15847392]), array([ 33.86183561, -26.15539772]), array([ 33.5839654 , -27.03261672]), array([ 33.16172428, -27.99736628]), array([ 32.84694335, -29.00662767]), array([ 32.56424556, -29.84477056]), array([ 32.27827445, -30.74124051]), array([ 31.93051348, -31.78662754])]","[0, 17]"
2,"[array([ 4.6973442 ,  1.63410755]), array([ 4.73348988,  3.03720483]), array([ 4.96652827,  4.19263307]), array([ 5.18418787,  5.57863473]), array([ 5.45501103,  6.83609179]), array([ 5.46440849,  8.12082577]), array([ 5.66711174,  9.3693878 ]), array([  5.88836762,  10.78221916]), array([  6.01546682,  12.05658019]), array([  6.18686521,  13.15295247]), array([  6.38463976,  14.51125967]), array([  6.39109552,  15.7952144 ]), array([  6.59125795,  17.00631706]), array([  6.72533559,  18.19652332]), array([  6.89459797,  19.49229818]), array([  7.12678542,  20.91637729]), array([  7.28056436,  22.0844133 ]), array([  7.37298491,  23.41966413]), array([  7.58864218,  24.77376108]), array([  7.55006471,  26.12217249]), array([  7.80521921,  27.33049126]), array([  7.87250885,  28.57289876]), array([  8.10993643,  29.96754176]), array([  8.22616412,  31.18169765]), array([  8.44176775,  32.47363333]), array([  8.66808891,  33.73520307]), array([  8.72063768,  35.07788503]), array([  9.00811364,  36.36130559]), array([  9.0740965 ,  37.69134598]), array([  9.20438778,  39.01604181]), array([  9.53701302,  40.28620796]), array([  9.85491863,  41.52636719]), array([ 10.08383146,  42.87671416]), array([ 10.33103529,  44.1029326 ]), array([ 10.58370502,  45.44156381]), array([ 10.90233625,  46.68716087]), array([ 11.13589687,  47.96832774]), array([ 11.44772693,  49.27144134]), array([ 11.64272261,  50.58578872]), array([ 12.00959945,  51.77966443]), array([ 12.33458797,  53.08590713]), array([ 12.36688124,  54.44541528]), array([ 12.6086545 ,  55.61859609]), array([ 12.91089274,  56.99588024]), array([ 13.15002943,  58.27677348]), array([ 13.35708188,  59.59370681]), array([ 13.62583252,  61.01250138]), array([ 13.77629351,  62.19471046]), array([ 13.95968387,  63.49022425]), array([ 14.27642766,  64.87772211]), array([ 14.32001039,  66.23823569]), array([ 14.70682802,  67.48533602]), array([ 14.86937217,  68.86268804]), array([ 15.16857436,  70.18913316]), array([ 15.401873  ,  71.50687547]), array([ 15.53392327,  72.86723433]), array([ 15.70480935,  74.09733365]), array([ 15.95371602,  75.41320305]), array([ 16.1697249,  76.7316706]), array([ 16.3571956 ,  77.94866062]), array([ 16.47703075,  79.27477729]), array([ 16.82950175,  80.47709096]), array([ 17.04321216,  81.76960559]), array([ 17.24506494,  83.15574666]), array([ 17.45260886,  84.41052918]), array([ 17.67087772,  85.73781789]), array([ 17.91262995,  87.14246416]), array([ 18.18517651,  88.20681365]), array([ 18.45596567,  89.50757657]), array([ 18.70736184,  90.69537072]), array([ 18.81346459,  91.9568366 ]), array([ 19.23035502,  93.2998437 ]), array([ 19.39094267,  94.53085037]), array([ 19.69790749,  95.71682772]), array([ 19.91500253,  97.02301182]), array([ 20.11892314,  98.43336756]), array([ 20.46191848,  99.6307035 ]), array([  20.77600165,  100.9032726 ]), array([  20.93058588,  102.12020555]), array([  21.232977  ,  103.44825841]), array([  21.45698242,  104.6864029 ]), array([  21.64072173,  105.95383744]), array([  22.05783485,  107.37237854]), array([  22.25718169,  108.6674753 ]), array([  22.47526286,  109.81890498]), array([  22.67564905,  111.29657845]), array([  22.87863245,  112.5334081 ]), array([  23.22150386,  113.87549248]), array([  23.33463029,  115.08479031]), array([  23.67799428,  116.2968119 ]), array([  23.8547574 ,  117.61425456]), array([  24.01590117,  118.85371672]), array([  24.29721579,  120.26228301]), array([  24.67598632,  121.46419803]), array([  24.89246141,  122.88677471]), array([  25.24295468,  124.00146796]), array([  25.53651116,  125.32952391]), array([  25.68869547,  126.62411657]), array([  25.81645093,  127.902626  ]), array([  26.04505058,  129.23341484])]","[0, 99]"
3,"[array([ 30.4910252 , -36.27437103]), array([ 30.23644413, -37.2133798 ]), array([ 29.87359522, -38.09906532]), array([ 29.58336931, -39.01486286]), array([ 29.33957255, -39.85937878]), array([ 29.1482298 , -40.69863295]), array([ 28.88519125, -41.59021728]), array([ 28.54746864, -42.38673088]), array([ 28.26369526, -43.27628627]), array([ 27.99882284, -44.12937029]), array([ 27.81188868, -45.14262749]), array([ 27.41641024, -45.93631378]), array([ 27.06389619, -46.90586145]), array([ 26.80927037, -47.7003173 ]), array([ 26.51668928, -48.61099644]), array([ 26.36533643, -49.5094569 ]), array([ 26.05340737, -50.30702754]), array([ 25.6698311 , -51.20369518]), array([ 25.46282937, -51.9913662 ]), array([ 25.15894624, -52.84869172]), array([ 24.94467506, -53.68655746]), array([ 24.5581727 , -54.60708913]), array([ 24.46878741, -55.49794901]), array([ 24.14712165, -56.31230419]), array([ 23.81284686, -57.1759991 ]), array([ 23.65292363, -58.01667106]), array([ 23.40893388, -58.94772491]), array([ 23.0933051 , -59.73746602]), array([ 22.69807165, -60.52598262]), array([ 22.41042474, -61.41009572]), array([ 22.12676919, -62.34878124]), array([ 21.7712725 , -63.12816362]), array([ 21.48056571, -63.99823759]), array([ 21.31057469, -64.8953899 ]), array([ 21.0120159 , -65.66014889]), array([ 20.77192164, -66.45122344]), array([ 20.52310973, -67.36124389]), array([ 20.22492029, -68.16470941]), array([ 19.87912093, -69.00258732]), array([ 19.58121849, -69.84299279]), array([ 19.30691485, -70.60387479]), array([ 19.00492621, -71.48098247]), array([ 18.745035  , -72.40951951]), array([ 18.46792834, -73.35956227]), array([ 18.1415552, -74.0944994]), array([ 17.91963204, -74.99166088]), array([ 17.69041166, -75.92774198]), array([ 17.43476393, -76.79077613]), array([ 17.2959393 , -77.72986568]), array([ 16.98611977, -78.56029445]), array([ 16.75504664, -79.42726085]), array([ 16.55426761, -80.32709323]), array([ 16.33742413, -81.14198946]), array([ 15.9930574 , -82.06543446]), array([ 15.86779622, -82.92464451]), array([ 15.53668137, -83.78455759]), array([ 15.40131859, -84.51812996]), array([ 15.28645321, -85.57778758]), array([ 14.96735437, -86.35838546]), array([ 14.74828012, -87.29052482]), array([ 14.5515947 , -88.24496203]), array([ 14.31304031, -89.18065136]), array([ 14.13485756, -90.11779818]), array([ 14.01327399, -91.08703017]), array([ 13.83953645, -91.96711842]), array([ 13.6931923 , -92.81423719]), array([ 13.40896433, -93.69862918]), array([ 13.24495131, -94.59570531]), array([ 13.13170838, -95.50778928]), array([ 12.95755491, -96.42590343]), array([ 12.83060596, -97.36512757]), array([ 12.68749577, -98.27971847]), array([ 12.47428236, -99.1256323 ]), array([  12.40950506, -100.01339821]), array([  12.23075951, -100.9648727 ]), array([  11.98067903, -101.8722799 ]), array([  11.89992125, -102.84106392]), array([  11.61394127, -103.68813962]), array([  11.59819748, -104.58156417])]","[21, 99]"
4,"[array([ 31.54027837, -45.76952935]), array([ 31.78309775, -47.22702651]), array([ 32.15318655, -48.77998595]), array([ 32.50056506, -50.31658625]), array([ 32.73926337, -51.75990085]), array([ 33.15042939, -53.41876737]), array([ 33.35647661, -54.8658721 ]), array([ 33.84308876, -56.4156098 ]), array([ 34.13354041, -57.85779864]), array([ 34.46307981, -59.44816286]), array([ 34.84822655, -60.99095428]), array([ 35.25464709, -62.57809276]), array([ 35.48294412, -63.97199365]), array([ 35.93070048, -65.61056652]), array([ 36.28535806, -67.14438598]), array([ 36.66999773, -68.66299656]), array([ 37.06009035, -70.18179469]), array([ 37.47349017, -71.81793814]), array([ 37.7849883 , -73.22977064]), array([ 38.16864459, -74.90609807]), array([ 38.38058534, -76.48666783]), array([ 38.7909009 , -77.93637461]), array([ 39.27483412, -79.58743537]), array([ 39.60065543, -81.17876874]), array([ 39.97867506, -82.70057852]), array([ 40.32458533, -84.27911766]), array([ 40.8125177 , -85.77624916]), array([ 41.07758641, -87.28330491]), array([ 41.40838767, -88.86436736]), array([ 41.94948372, -90.39066073]), array([ 42.24518139, -91.93793156]), array([ 42.63091868, -93.52205465]), array([ 43.01714212, -95.02999464]), array([ 43.37040036, -96.59035701]), array([ 43.65725868, -98.19404149]), array([ 44.20578246, -99.73671336]), array([  44.54973073, -101.2504744 ]), array([  45.00640959, -102.77693336]), array([  45.42098335, -104.28573443]), array([  45.82111778, -105.86645357]), array([  46.27922754, -107.37626493]), array([  46.70902459, -108.99729301]), array([  47.050197  , -110.51805224]), array([  47.41861063, -112.06873066]), array([  47.83336134, -113.71251588]), array([  48.34840301, -115.34573158]), array([  48.59895486, -116.87358681]), array([  49.05258153, -118.47129559]), array([  49.39290943, -119.93578292]), array([  49.8771419 , -121.59550509]), array([  50.26982796, -123.10763478]), array([  50.64250104, -124.64065427]), array([  50.98113344, -126.16792601]), array([  51.45886657, -127.70578424]), array([  51.88864963, -129.21614498]), array([  52.23185095, -130.79518488]), array([  52.62616591, -132.42622174]), array([  52.98511529, -133.94633349]), array([  53.36027627, -135.44277635]), array([  53.70513975, -137.10693316]), array([  54.1011089 , -138.58577097]), array([  54.54301601, -140.16790755]), array([  54.75884924, -141.66052481]), array([  55.24693926, -143.29350766]), array([  55.56623569, -144.8835808 ]), array([  55.98929347, -146.43416854]), array([  56.35202969, -147.95006505]), array([  56.72042089, -149.47843353]), array([  56.88061815, -151.1124406 ]), array([  57.32478936, -152.63470977]), array([  57.73907349, -154.21233103]), array([  58.02706099, -155.77313602]), array([  58.33759731, -157.3367947 ]), array([  58.64118381, -158.80820311])]","[26, 99]"
