-0.30766,38.045
0.18518,33.932
0.68898,30.521
1.2064,27.659
1.7282,25.245
2.2651,23.114
2.8251,21.26
3.407,19.567
4.0045,18.014
4.6256,16.604
5.2707,15.294
5.9454,14.069
6.6481,12.892
7.3809,11.833
8.1468,10.724
8.9483,9.5663
9.7944,8.3605
10.676,7.1144
11.606,5.837
12.579,4.5235
13.598,3.1915
14.629,1.8617
15.696,0.56783
16.798,-0.70704
17.938,-1.9573
19.104,-3.1801
20.311,-4.3571
21.55,-5.5388
22.826,-6.6872
24.149,-7.7815
25.503,-8.8731
26.916,-9.9726
28.363,-11.031
29.901,-12.006
31.497,-13.026
33.125,-14.017
34.837,-15.004
36.622,-15.976
38.479,-16.942
40.398,-17.932
42.43,-18.881
44.547,-19.85
46.755,-20.817
49.044,-21.796
51.443,-22.796
53.943,-23.701
56.559,-24.697
59.367,-25.646
62.165,-26.651
65.243,-27.611
68.287,-28.577
