,0,1,2,3,4,5,6,7,8,9
0,48.62779108961927,46.74853424025782,44.852031111310154,42.940218997223134,40.98105248086433,39.04488276172894,37.16003990122632,35.10270358568542,33.261310157634206,31.290513032193726
1,36.97179296555582,36.79676740334454,36.62811507585372,36.535499601975935,36.38684497858055,36.340739441288065,36.25157295844759,36.06813877440849,36.003147640621734,35.921915209126446
2,0.0,10.0,,,,,,,,
3,-160.62445277823565,-161.88316132038474,-163.1336485649759,-164.45074939553842,-165.75516193904716,-167.08242118072639,-168.373784699943,,,
4,-100.19207756189796,-101.09773451551519,-102.00378237715726,-102.95658590266281,-103.7987846540517,-104.76190048813416,-105.60619572420066,,,
5,93.0,99.0,,,,,,,,
6,83.0,,,,,,,,,
7,0.0,6.0,,,,,,,,
