-10.58,15.46
-8.9962,13.435
-7.681,11.673
-6.4717,10.078
-5.5119,8.7993
-4.7164,7.594
-3.9895,6.6107
-3.3751,5.6501
-2.7805,4.9756
-2.3557,4.3048
-1.9832,3.738
-1.6144,3.2522
-1.3339,2.8091
-1.0529,2.4253
-0.78716,2.0415
-0.57183,1.7129
-0.35591,1.4045
-0.17238,1.1306
0.0055012,0.87566
0.14856,0.66986
0.27607,0.46216
0.39091,0.27626
0.48668,0.12982
0.57074,-0.013728
0.64208,-0.12638
0.68913,-0.22201
0.72403,-0.29592
0.75663,-0.36809
0.76114,-0.41168
0.74447,-0.43224
0.71122,-0.43864
0.66527,-0.42513
0.60975,-0.40303
0.54759,-0.36771
0.48098,-0.32442
0.409,-0.2694
0.33051,-0.20539
0.24682,-0.13095
0.1566,-0.04331
0.056591,0.058566
-0.054448,0.17889
-0.18067,0.32025
-0.32691,0.48979
-0.49794,0.69253
-0.70099,0.93747
-0.94462,1.2354
-1.2406,1.6002
-1.6016,2.0468
-2.0443,2.5951
-2.5893,3.2692
-3.2607,4.0952
-4.0866,5.1047
-5.0989,6.3269
-6.3263,7.788
-7.7976,9.5012
-9.715,11.76
-12.173,14.646
-15.351,18.382
-19.515,23.296
-25.05,29.805
-32.492,38.635
-42.783,50.71
