-13.401,16.184
-10.733,13.337
-8.6691,11.024
-7.0782,9.1469
-5.8071,7.6483
-4.7983,6.4382
-3.9824,5.4446
-3.3183,4.6283
-2.7758,3.9552
-2.3602,3.4274
-1.9907,2.9669
-1.6641,2.5702
-1.3783,2.2307
-1.1314,1.9418
-0.91787,1.6987
-0.73355,1.4966
-0.57389,1.3303
-0.43474,1.1954
-0.31216,1.0878
-0.2039,1.0052
-0.10674,0.94441
-0.017977,0.90304
0.064649,0.87923
0.14299,0.87152
0.21871,0.87889
0.29326,0.90063
0.368,0.93633
0.44418,0.98587
0.52302,1.0493
0.60569,1.1271
0.69335,1.2197
0.78718,1.3279
0.88838,1.453
0.99823,1.5961
1.118,1.759
1.2492,1.9435
1.3934,2.1511
1.5521,2.3845
1.7271,2.646
1.9205,2.9387
2.1344,3.2657
2.371,3.6306
2.6331,4.0368
2.9233,4.4889
3.2447,4.9906
3.6007,5.547
3.9947,6.1626
4.431,6.8416
4.9137,7.5889
5.4475,8.4088
6.0369,9.3052
6.6877,10.282
7.4056,11.346
8.1951,12.602
9.0763,14.016
10.058,15.613
11.157,17.423
12.397,19.477
13.76,21.81
15.317,24.496
17.081,27.547
19.074,31.075
21.329,35.12
23.883,39.791
26.786,45.243
30.064,51.55
33.883,58.9
38.175,67.445
43.022,77.375
