34.433,29.257
33.881,29.803
33.933,29.975
34.278,31.006
34.899,31.543
35.635,32.554
36.417,33.564
37.341,34.758
38.338,35.873
39.31,37.11
40.294,38.269
41.317,39.478
42.36,40.638
43.498,41.911
44.667,43.206
45.918,44.56
47.211,45.952
48.578,47.441
49.984,48.977
51.483,50.527
52.968,52.194
54.563,53.824
56.078,55.555
57.744,57.233
59.371,58.985
61.19,60.91
63.056,62.741
65.068,64.924
67.138,67.103
69.332,69.381
71.661,71.959
74.332,74.532
76.931,77.514
79.867,80.395
82.948,83.654
85.942,87.167
89.603,90.518
93.072,94.097
97.174,98.427
101.25,102.8
105.82,106.88
110.03,111.9
115.09,116.99
120.36,122.76
126.51,128.5
131.78,134.92
