5.3361,-47.824
5.8155,-44.939
6.7444,-40.995
7.3532,-37.113
8.6995,-33.695
9.5638,-31.031
10.337,-27.497
11.224,-23.975
12.29,-21.359
13.376,-17.916
14.072,-15.507
14.979,-12.614
15.817,-9.5361
16.869,-7.0259
17.951,-4.3477
18.993,-2.0239
19.592,0.46751
20.109,3.4825
20.456,5.9136
20.963,9.4774
21.677,11.945
22.681,14.95
24.002,17.636
25.02,20.708
26.092,23.696
26.954,26.932
27.995,30.064
29.184,33.429
30.305,36.615
31.626,40.603
32.581,44.039
33.885,47.762
35.33,51.426
36.268,56.039
37.647,60.104
39.058,63.809
