,0,1
0,"[array([-18.88657962,  28.95991509]), array([-18.2497789 ,  30.00010001]), array([-15.62647601,  30.25658152]), array([-14.02608887,  31.63258579]), array([-12.44313676,  31.62390254]), array([-12.08234439,  32.43033316]), array([ -9.61507282,  32.93513255]), array([ -8.38941505,  32.89694476]), array([ -7.07570032,  33.59922762]), array([ -5.89764604,  34.08063813]), array([ -4.19209342,  35.70488121]), array([ -2.56425394,  35.52470243]), array([ -2.46704487,  36.17677864]), array([  0.16164558,  36.0806898 ]), array([  2.56664337,  36.900937  ]), array([  3.30311891,  36.88040497]), array([  4.67224651,  39.01790155]), array([  5.93719194,  39.24273281]), array([  8.07377526,  38.49734941]), array([  9.64928432,  38.9624462 ]), array([ 10.29801526,  39.15169315]), array([ 12.90327507,  40.24245664]), array([ 15.15301653,  41.45226758]), array([ 16.40313749,  41.76273638]), array([ 18.19892288,  42.93343643]), array([ 21.04607913,  42.09042363]), array([ 21.90605632,  42.64628436]), array([ 23.13771174,  43.51154404]), array([ 25.82341904,  44.31392534]), array([ 27.32815144,  44.93719592]), array([ 29.39098122,  44.77316682]), array([ 29.52149768,  44.58538977]), array([ 30.69678692,  43.91553799]), array([ 33.40352903,  45.12290465]), array([ 34.69870019,  45.78826827]), array([ 36.26746511,  46.23175735]), array([ 37.18133646,  46.46696735]), array([ 38.58953295,  46.05567223])]","[0, 38]"
1,"[array([ 40.89326437,  32.30807801]), array([ 40.44554553,  32.53712508]), array([ 40.37951864,  32.98663235]), array([ 40.41955686,  34.45877569]), array([ 40.00409655,  34.8235634 ]), array([ 41.51628193,  35.11309511]), array([ 41.11094929,  37.36296081]), array([ 42.50568913,  37.34434241]), array([ 43.0020034 ,  37.13121938]), array([ 42.94104577,  37.99197727]), array([ 43.11454772,  38.78033846]), array([ 44.45317198,  38.95471648]), array([ 44.9465606,  38.1071958]), array([ 45.34034263,  39.24021316]), array([ 46.43407257,  39.09946704]), array([ 46.92415278,  40.27202366]), array([ 46.80786776,  40.46409617]), array([ 47.02992724,  40.63229464]), array([ 47.03966591,  40.42807931]), array([ 46.57842774,  40.75130387]), array([ 47.27836378,  41.49099108]), array([ 47.97972595,  41.51972092]), array([ 47.95655481,  43.17663919]), array([ 47.93881161,  43.26014933]), array([ 48.10777423,  45.85881589]), array([ 47.64346103,  46.00943244]), array([ 47.82515366,  46.65305991]), array([ 47.96262738,  47.95580683]), array([ 48.28357774,  47.56545195]), array([ 47.83829448,  48.45679322]), array([ 47.4695932 ,  47.71616411]), array([ 45.0473523,  49.1140791]), array([ 45.13940497,  49.60178606]), array([ 44.21253141,  49.89163343])]","[4, 38]"
2,"[array([ 37.28503648,  27.69976287]), array([ 37.96345464,  27.29269107]), array([ 38.5646978 ,  26.75734903]), array([ 38.21866357,  26.62069634]), array([ 39.07908641,  26.7915676 ]), array([ 39.95089789,  25.71078087]), array([ 39.98050019,  26.0764848 ]), array([ 41.79713745,  25.76907833]), array([ 41.12173981,  26.32144629]), array([ 41.65012053,  25.26485457]), array([ 42.18926091,  25.64065634]), array([ 42.71184909,  24.43141813]), array([ 42.2531108 ,  25.72577793]), array([ 43.58156477,  25.33160585]), array([ 43.69981099,  25.4071869 ]), array([ 44.16790962,  25.0056723 ]), array([ 44.73407873,  25.15073756]), array([ 45.09614221,  24.38715404]), array([ 45.51526161,  25.21354122]), array([ 46.07302864,  24.99935161]), array([ 47.89978424,  25.75830771]), array([ 47.99071055,  25.10225622]), array([ 49.32971359,  24.98076992]), array([ 48.59696012,  25.81590368]), array([ 49.32900324,  25.86512943]), array([ 50.13327887,  26.96613476]), array([ 50.95731683,  28.71325218]), array([ 51.22878205,  28.65759422]), array([ 51.36270598,  29.5202646 ]), array([ 53.18545067,  31.47854893]), array([ 52.67302354,  31.91616571]), array([ 53.09469498,  30.79492916]), array([ 53.66184998,  32.91985199]), array([ 54.12169947,  32.74538387]), array([ 55.37428205,  33.54343943]), array([ 55.57520093,  34.09071129]), array([ 56.97528084,  36.02311677]), array([ 58.51806589,  37.4693851 ]), array([ 58.45337902,  37.58638258]), array([ 59.97580822,  39.179713  ]), array([ 59.70388574,  40.47983507])]","[1, 42]"
3,"[array([ 63.44323287,  42.22910607]), array([ 64.01059897,  43.93499666]), array([ 65.15921538,  45.46605022]), array([ 66.19624281,  46.06758311]), array([ 68.79933592,  46.64967776]), array([ 69.33545257,  48.65276784]), array([ 71.73256806,  50.40797903]), array([ 72.48641296,  51.41713709]), array([ 73.01641699,  51.98628721]), array([ 75.23132978,  52.88099848]), array([ 76.56507377,  54.94041993]), array([ 76.99268897,  55.78768111]), array([ 78.97504528,  57.32632496]), array([ 79.68011788,  59.54634474]), array([ 81.12291136,  58.94920848]), array([ 81.43280288,  60.57047485])]","[42, 58]"
4,"[array([ 83.70617095,  62.24411065]), array([ 85.62790989,  62.32056563]), array([ 86.27629087,  64.20772008]), array([ 87.7110884 ,  65.01842772]), array([ 88.59912027,  65.54242258]), array([ 89.85870996,  65.88586975])]","[58, 64]"
5,"[array([ 51.16846229,  48.87519615]), array([ 52.89188613,  49.37226554]), array([ 54.16117228,  51.23072227]), array([ 55.64921525,  50.87258596]), array([ 57.6220329 ,  51.36156032]), array([ 59.59318398,  52.25093278]), array([ 61.10724004,  52.05591087]), array([ 64.04107635,  53.30065009]), array([ 65.16493554,  53.38784428]), array([ 67.45748522,  55.46670076]), array([ 68.15674259,  54.94922882]), array([ 69.02149143,  56.2984278 ]), array([ 70.62068538,  57.00770874]), array([ 72.03341378,  57.26347668]), array([ 73.82280281,  59.20103576]), array([ 75.06756028,  59.25835113]), array([ 77.17512918,  60.31936462]), array([ 77.48382144,  61.63345634]), array([ 80.7605876 ,  62.21680852]), array([ 82.02329665,  63.2130497 ]), array([ 83.84844612,  63.22264128]), array([ 86.1864818 ,  64.69331968]), array([ 87.96808362,  65.35444126]), array([ 89.82287167,  65.34697874]), array([ 92.06453321,  64.57204913]), array([ 93.78067072,  64.91412086]), array([ 95.92296595,  65.40346722]), array([ 99.02526035,  66.44376799]), array([ 100.39962709,   67.39541074])]","[44, 73]"
6,"[array([ 41.72802329, -37.29984849]), array([ 39.03936935, -37.17942122]), array([ 37.82676328, -37.68047975]), array([ 36.13036191, -38.36417685]), array([ 33.67634483, -40.32365527]), array([ 32.83648913, -40.49044678]), array([ 30.88691544, -41.32564481]), array([ 27.73433187, -41.76062841]), array([ 27.08635961, -41.63570594]), array([ 24.99704015, -42.31281093]), array([ 23.87995109, -41.87166034]), array([ 21.38145742, -43.24341279]), array([ 20.17990751, -44.45931255]), array([ 17.63858334, -44.79272417]), array([ 15.12358766, -46.02462652]), array([ 13.87704719, -46.49575868]), array([ 12.06371331, -46.16541786]), array([ 10.87866054, -47.96837497]), array([  8.94408339, -47.56615623]), array([  8.37025925, -48.92814094]), array([  6.62891203, -47.89241593]), array([  4.87720554, -50.29926094]), array([  3.25939175, -49.32678364]), array([  1.47442518, -47.82420462]), array([  0.73604212, -49.0852298 ]), array([ -0.72198235, -48.74748595]), array([ -2.33080134, -48.67888982]), array([ -3.492894 , -49.4595679]), array([ -5.19734927, -49.23461863]), array([ -6.54703571, -49.12491195]), array([ -8.19233932, -50.30000914]), array([ -9.80151701, -48.42285435]), array([-11.13173962, -49.8981417 ]), array([-12.60183742, -50.80341251]), array([-13.79283176, -50.80719061]), array([-14.71216248, -51.40462681]), array([-14.92024979, -52.12410033]), array([-17.01816454, -51.02686695]), array([-17.4672165 , -52.86657101]), array([-19.86791606, -51.6051194 ]), array([-20.09165724, -51.66149796]), array([-21.01679393, -51.03737445]), array([-21.71470258, -50.6677335 ]), array([-22.0230347 , -51.55571949]), array([-21.87128701, -50.52268638]), array([-23.70551712, -50.65503274]), array([-23.74173884, -51.26444159]), array([-25.75652162, -50.3195323 ]), array([-26.87236266, -49.98775075]), array([-25.70419247, -49.62275123]), array([-27.46911774, -50.69440025]), array([-28.78339248, -49.29123842]), array([-29.25474416, -48.88696364]), array([-29.80393098, -48.5162439 ]), array([-31.09328982, -47.50109581]), array([-32.14514619, -47.04521572]), array([-32.43050203, -46.63063913]), array([-32.75870232, -45.80359789]), array([-33.68125984, -45.85878873]), array([-35.37138384, -45.55733014]), array([-35.60738726, -44.59343605]), array([-35.7386638 , -44.34848053]), array([-37.29666102, -44.41041862]), array([-37.08656699, -43.55791877]), array([-37.83603111, -43.91083689]), array([-39.02262162, -43.56762302]), array([-39.70567015, -43.07814336]), array([-39.11967999, -42.7705593 ]), array([-39.66093541, -41.81629681]), array([-39.89004837, -41.58927256]), array([-39.58706528, -42.13032878]), array([-40.36507952, -40.10859357]), array([-40.68940912, -41.10363039]), array([-41.4505033 , -40.50129204]), array([-42.05437804, -39.89632365]), array([-41.88846667, -38.90942523]), array([-42.35024535, -38.98276879]), array([-42.28235961, -38.52196553]), array([-41.80655287, -38.42967063]), array([-42.837566 , -38.2956432]), array([-43.99087734, -36.7774807 ]), array([-45.49807707, -34.22463301]), array([-45.25494255, -35.68881671]), array([-46.44271282, -35.36475809]), array([-46.23781902, -34.02352693]), array([-46.7416217 , -34.52493464]), array([-47.5738908 , -33.95345498]), array([-48.88258486, -34.12114478]), array([-48.98162063, -33.06981035]), array([-49.90045777, -32.69775675]), array([-51.80260371, -32.73573146]), array([-52.34986694, -32.03148212]), array([-52.68860029, -31.60883827]), array([-53.05589754, -31.84174293]), array([-54.89290743, -30.9446161 ]), array([-55.61763272, -30.33849424]), array([-55.92791438, -31.35666522]), array([-57.15430349, -30.54348573]), array([-58.49942493, -31.06827254]), array([-58.59502235, -30.19116563])]","[0, 99]"
7,"[array([-46.86370904,  36.43445083]), array([-47.30772252,  38.50531573]), array([-48.56806377,  38.98200602]), array([-50.15839165,  40.92159426]), array([-50.36033745,  41.30641661]), array([-53.02728868,  43.42599724]), array([-53.1160701,  44.6678226]), array([-55.51241831,  47.20302532]), array([-57.66276002,  48.27244653]), array([-58.83720098,  50.93808534]), array([-60.46125054,  52.58577371]), array([-60.89474401,  53.46235989]), array([-61.89312066,  54.26061824]), array([-62.64415131,  56.90123519]), array([-64.07373763,  58.97748706]), array([-64.93083407,  59.67217726]), array([-64.69475301,  61.58957315]), array([-65.9303072 ,  64.03029949]), array([-67.90367365,  65.50725114]), array([-68.42883785,  68.30278028]), array([-70.65768828,  68.54551286]), array([-71.392716  ,  71.56209438]), array([-73.54739536,  72.53218582]), array([-74.08280636,  74.77160239]), array([-75.24943177,  76.0129085 ]), array([-75.52851286,  77.48112823]), array([-77.49399363,  78.70858935]), array([-78.74358962,  80.18079033]), array([-80.08614426,  81.15027906]), array([-80.93570922,  83.57522502]), array([-82.78726285,  85.18583067]), array([-84.055889  ,  87.06329912]), array([-84.58897134,  88.54645617]), array([-87.76579681,  90.06906147]), array([-88.0644501 ,  92.17575621]), array([-90.06395155,  93.8383028 ]), array([-90.72079992,  96.32955569]), array([-92.1762815 ,  98.37616601]), array([ -92.81215207,  101.13667466]), array([ -95.14417386,  103.11873667]), array([ -96.07057933,  103.90877152]), array([ -98.3290217 ,  106.77417598]), array([-100.5552609 ,  109.65302217]), array([-100.86392   ,  110.61824034]), array([-103.26503282,  113.8382226 ]), array([-104.3263011 ,  115.30670848]), array([-106.51050237,  118.52243096]), array([-108.70045943,  120.43677506]), array([-109.3251402 ,  124.01825173]), array([-110.37820201,  126.07988891]), array([-112.44491146,  128.29555807]), array([-113.63864098,  130.8972155 ]), array([-115.45474244,  133.07409876]), array([-116.96951725,  135.56509935]), array([-117.72233979,  137.96759471]), array([-121.3253804 ,  141.15372565]), array([-123.14296546,  142.62091386]), array([-124.44044652,  145.24465317]), array([-128.12876644,  148.13184372]), array([-128.88640637,  150.35923847]), array([-132.10481001,  153.12766153]), array([-134.66655341,  156.02460757]), array([-136.56676853,  158.65030495]), array([-139.02811473,  162.96143124]), array([-140.82413755,  163.78125775]), array([-143.57068616,  167.2509687 ]), array([-145.70119425,  169.97805375]), array([-149.09154303,  171.9470267 ]), array([-150.67192992,  175.3662145 ]), array([-152.53929956,  177.542482  ]), array([-153.8710694 ,  180.08509958]), array([-156.95061416,  182.06977864]), array([-158.91185266,  184.97940593]), array([-161.74827245,  187.64858288]), array([-163.74579105,  189.78502115]), array([-165.0466947 ,  191.97685231]), array([-167.30645237,  195.21123323]), array([-169.68508727,  197.8676327 ]), array([-172.48922995,  200.48984809]), array([-174.30115864,  203.15622261]), array([-176.68921712,  205.53162722]), array([-179.1116194 ,  208.92950262]), array([-181.73436298,  210.86805794]), array([-183.94547019,  214.42555946]), array([-186.62327311,  216.64370586]), array([-189.01321206,  219.8735447 ]), array([-191.59231075,  221.58032504]), array([-194.84089329,  224.76876216]), array([-196.80652441,  227.48211739]), array([-200.62559323,  230.34647943]), array([-203.77397378,  232.9496249 ]), array([-206.19237023,  236.41914321]), array([-208.45126052,  239.02169222]), array([-212.44711139,  240.93976318]), array([-213.63132991,  243.74324869]), array([-216.54166362,  245.38152627]), array([-220.02625594,  247.88314433]), array([-222.30094545,  251.03116475]), array([-224.90998949,  252.79871908]), array([-228.10653858,  255.82440378])]","[0, 99]"
8,"[array([ 43.69981087,  51.79904884]), array([ 44.32551228,  51.35943627]), array([ 43.80267119,  52.43100017]), array([ 44.62915927,  51.82109296]), array([ 44.3143378 ,  51.86054616]), array([ 43.65050431,  52.37035816]), array([ 43.59068554,  52.44657371]), array([ 43.44530005,  51.94992591]), array([ 43.26145971,  52.2214693 ]), array([ 42.00624685,  53.25720025]), array([ 41.10900107,  53.73527911]), array([ 41.89867335,  53.84273786]), array([ 40.14016197,  54.31901293]), array([ 40.74281523,  54.1860829 ]), array([ 39.08625868,  55.58785844]), array([ 38.84513164,  55.68636632]), array([ 38.63754917,  56.52068755]), array([ 37.48749915,  55.90754724]), array([ 36.8920929 ,  56.79278101]), array([ 37.21363182,  56.82243685]), array([ 37.25331994,  57.97374019]), array([ 35.35256925,  58.3332701 ]), array([ 35.42088252,  60.09684286]), array([ 35.10550733,  60.85451091]), array([ 34.58163762,  60.35784653]), array([ 33.44472216,  61.4045091 ]), array([ 32.79495063,  61.77258974]), array([ 32.71470616,  62.31846661]), array([ 32.8777787 ,  62.56847763]), array([ 32.36381987,  63.82219865]), array([ 31.92940352,  63.84286955]), array([ 31.29207763,  62.63390069]), array([ 30.21367304,  63.56917103]), array([ 29.43920078,  63.35882526]), array([ 28.15225117,  64.44767014]), array([ 27.37084133,  62.96125135]), array([ 25.64517069,  64.11270203]), array([ 23.81405022,  64.79845567]), array([ 23.6686489 ,  65.43092202]), array([ 22.34617874,  64.69851624]), array([ 21.56971879,  65.55199036]), array([ 20.05177323,  64.71674231]), array([ 19.47082919,  65.99375936]), array([ 17.58871527,  65.07784055]), array([ 15.77805589,  65.62802594]), array([ 14.53213201,  64.71581621]), array([ 13.41810292,  63.3928197 ]), array([ 13.27892215,  63.16936868]), array([ 12.48189816,  63.57976822]), array([ 10.84002226,  63.353196  ]), array([  9.74165745,  62.97508709]), array([  8.94904071,  63.19321071]), array([  7.66345957,  63.27305   ]), array([  6.10460146,  62.68223712]), array([  5.66228448,  63.40676697]), array([  4.89194076,  63.02911052]), array([  2.68539781,  63.84255053])]","[43, 99]"
9,"[array([ 104.17846517,   67.7518915 ]), array([ 106.72083244,   67.44544514]), array([ 108.24762515,   67.71809802]), array([ 112.24682387,   68.43915396]), array([ 114.72030862,   69.40471442]), array([ 117.53629523,   70.34739261]), array([ 120.52946672,   70.13012558]), array([ 123.44718819,   70.84958187]), array([ 126.9379662 ,   72.15613898]), array([ 130.75626921,   72.67635657]), array([ 132.67584788,   72.67679988]), array([ 136.82732559,   72.94114292]), array([ 140.11496059,   73.20787672]), array([ 142.7439085 ,   74.47596785]), array([ 146.76887928,   74.79231461]), array([ 149.44499005,   75.87677591]), array([ 153.52633946,   74.91048967]), array([ 156.75532495,   76.40577187]), array([ 160.50028363,   76.58820424]), array([ 163.83600665,   77.37869949]), array([ 166.8507991 ,   77.42650292]), array([ 170.16805754,   79.27753808]), array([ 174.44286155,   78.9656226 ]), array([ 176.76920934,   78.9808392 ]), array([ 181.67071403,   79.57201959]), array([ 184.20357696,   78.8618758 ]), array([ 187.52555182,   79.82059518])]","[73, 99]"
