,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,-24.28079360206023,-25.451803744335184,-26.625319491375464,-27.83524631254923,-28.950857646362596,-30.05997928465759,-31.283857273321782,-32.35672449299727,-33.454039598961295,-34.72438940411339,-35.77888375768289,-36.84896677955382,-37.91830405932826,-39.03249494723471,-40.17496385889694,-41.30444990524582,-42.503827165271126,-43.55598300683875,-44.61957371320119,-45.78811462346255,-46.9819009560817,-47.87216642605781,-49.00717373427497
1,-48.253815925499296,-47.47858802778686,-46.89666106091667,-46.28380953868286,-45.57206491431948,-44.83717658077266,-44.12162895885734,-43.48518949685132,-42.692602885992706,-42.13857303006808,-41.33356720205241,-40.60545604411312,-39.88323411120359,-39.153745035951,-38.29724074417099,-37.54853550466057,-36.639531471382405,-35.97685709781488,-35.23254515209259,-34.52033114689927,-33.8299191972139,-32.96669674657686,-32.29103116149236
2,0.0,23.0,,,,,,,,,,,,,,,,,,,,,
3,-52.801687671470745,-53.66304071650871,-54.66039807965155,-55.39395955746313,-56.47876661194427,-57.24729500248506,-58.26186127374155,-59.12309141969214,-59.958904805819465,-60.82122171639619,,,,,,,,,,,,,
4,-31.868447199453367,-32.759852877887425,-33.71390152870425,-34.69381872587706,-35.58640208864364,-36.62721491644228,-37.601626624119596,-38.414757161738535,-39.408591812589,-40.32316190868141,,,,,,,,,,,,,
5,27.0,37.0,,,,,,,,,,,,,,,,,,,,,
6,4.0,,,,,,,,,,,,,,,,,,,,,,
7,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
