,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,-14.801848288695117,-14.70244842437035,-14.551202137826776,-14.411646552869973,-14.312870330136363,-14.18205424013973,-13.962906892322492,-13.715983241190965,-13.659482674520925,-13.372852593497024,-13.181329931313254,-13.186113565124629,-12.937867760855614,-12.745066550352671,-12.611789537737844,-12.45926290034543,-12.30407773460669,-12.016235483248883,-11.970741678925586,-11.751167269797321,-11.605874439600138,-11.431192835736697,-11.252858326257154,-11.142338301141695,-10.973787577452972,-10.774623927543427,-10.570861977785295,-10.526361023880941,-10.270187191509448,-10.076386759058408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22.24708804757904,20.566590205176883,18.76501390639079,17.1226418078608,15.411883118514247,13.82431496760303,12.045481116155601,10.27372506350836,8.561094661305495,6.79646872474201,5.178764594489683,3.458004881534651,1.6980063102089444,-0.09381912387474178,-1.7907434017244377,-3.57869682932124,-5.161131229216402,-6.840073095883513,-8.774168585967606,-10.47399830273881,-12.138473874782271,-13.80530361534909,-15.722752451021794,-17.26788355533654,-19.098958932460455,-20.86970348337207,-22.75431770297375,-24.443343502574603,-26.213028677675304,-27.901945841566437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-8.99505297751598,-8.795791706194352,-8.813375500879893,-8.673794498852796,-8.552809436983354,-8.495325680842276,-8.49226572451283,-8.231089937083322,-8.179756591029616,-8.142110346659246,-7.966104728095013,-7.916332194980509,-7.903569719449035,-7.857487640560948,-7.659279010194534,-7.5570715365449175,-7.487519306675291,-7.476745002396778,-7.370860822291014,-7.370647683980857,-7.256169815631127,-7.25389711387498,-7.1731164553920195,-7.216595681087952,-7.176151847770776,-7.255156090480368,-7.0671866947021575,-7.0893683557139315,-7.0465412045809295,-6.905071285936985,-6.8870361552015655,-6.828375452832487,-6.841452979835337,-6.763000153840263,-6.749426191441049,-6.688032283359578,-6.787513564340067,-6.656642758971043,-6.671969107007077,-6.559966483063,-6.448133790333413,-6.483549660943607,-6.342356924613194,-6.274614927492813,-6.260616906950404,-6.177282503102904,-6.16584232377009,-6.117839333922935,-6.065050339565064,-5.991382158792851,-5.917489056311894,-5.816114633825208,-5.7759268567462305,-5.859860097951711,-5.8273685832506015,-5.771768150375733,-5.787578339790624,-5.878820120276663,-5.8657259716299865,-5.763259745532476,-5.775016364517484,-5.7095606721928736,-5.7539412099669835
4,-42.10169580529513,-43.72228748876581,-45.68430063258441,-47.325658280752755,-49.1790281200927,-50.928975550067264,-52.714435891442434,-54.49468379233513,-56.21776626723588,-57.96826412298084,-59.71075838963004,-61.50301936681001,-63.25664284141471,-65.0661375308308,-66.80791619967552,-68.57013650802766,-70.46913049781782,-72.0739239327292,-73.92581587564847,-75.66496709813535,-77.35401411355957,-79.19807006802867,-80.90194048493835,-82.7078286948174,-84.4281814999955,-86.05214073496859,-87.73221286396989,-89.55456273589598,-91.32537283028815,-93.04173327234862,-94.79264425367958,-96.60259599327996,-98.41518323315306,-100.03642970300403,-101.71917378976342,-103.52155439765937,-105.2934735672003,-107.04470647543135,-108.82698953204851,-110.62024024585875,-112.26546283951855,-114.05602358144472,-115.84260374373025,-117.59248214893158,-119.29611235430409,-121.0370476040559,-122.83329217532666,-124.58631838661944,-126.2253226367588,-127.84847387643505,-129.63451052905666,-131.30427114706438,-133.0831716234005,-134.82048232467116,-136.49306873664963,-138.22138606860076,-139.8620483530676,-141.666975424645,-143.443681704376,-145.13223101963166,-146.852395713255,-148.69518310680323,-150.2783959234638
5,37.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
