,0,1,2,3,4,5,6,7,8
0,-25.649957458216807,-25.272106467282146,-25.602322088138603,-25.108506986069614,-25.70646326313531,-24.21176976382961,-24.60561447683804,-24.143051169190556,-24.46153742984958
1,18.067253025467565,20.43250449354941,22.2961162176762,22.93868073057192,25.50351139961132,27.144823926345218,27.719863630216366,30.73789091113313,32.21160988406205
2,0.0,9.0,,,,,,,
3,-21.49704580802094,-22.0591930203006,-21.339813783945164,-20.14502775336405,-21.130317523579738,-19.313330337576293,-19.529709911944146,,
4,55.96417344035714,57.36417573539446,58.226835579524725,59.24526106218926,61.24582736128058,61.84992079499925,62.288300404636104,,
5,23.0,30.0,,,,,,,
6,14.0,,,,,,,,
7,0.0,1.0,,,,,,,
