-5.1882,-2.1965
-4.4523,-1.7398
-3.8643,-1.3942
-3.3231,-1.1643
-2.8478,-0.87399
-2.4654,-0.61289
-2.0804,-0.37253
-1.7297,-0.13414
-1.393,0.095991
-1.0901,0.3104
-0.79575,0.51444
-0.51051,0.72147
-0.24237,0.92706
0.0002421,1.1262
0.24809,1.3371
0.48579,1.5458
0.72862,1.7501
0.96391,1.9704
1.2041,2.1947
1.4528,2.43
1.7093,2.685
1.9785,2.9538
2.2599,3.2416
2.5609,3.5518
2.8817,3.8842
3.2258,4.2422
3.5961,4.6288
3.9976,5.0468
4.4339,5.4997
4.9084,5.9896
5.4262,6.5227
5.9927,7.0994
6.6131,7.727
7.2924,8.4074
8.0368,9.1483
8.8227,9.9354
9.6771,10.786
10.608,11.707
11.616,12.699
12.72,13.771
13.921,14.925
15.244,16.184
16.669,17.527
18.253,19.025
19.99,20.614
21.916,22.371
24.054,24.268
26.418,26.352
29.005,28.597
31.956,31.106
35.28,33.832
38.947,36.827
43.119,40.158
47.811,43.743
53.097,47.711
58.986,51.986
