-1000,-0.24442,-0.81333,0.52,-0.62583,-0.86627,-1.0717
-1000,-1000,0.02,2.02,-0.89667,-0.55792,-0.8927
-1000,-1000,-1000,-1000,-1000,-0.87103,-1.1073
-1000,-1000,-1000,-1000,-1000,-0.41182,-0.78556
